"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Sponsors","Conference name","Conference date","Conference location","Conference code"
"Konz V.; Müller M.; Ewert S.","Konz, Verena (36459884900); Müller, Meinard (7404689873); Ewert, Sebastian (32667575400)","36459884900; 7404689873; 32667575400","A multi-perspective evaluation framework for chord recognition","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053003979&partnerID=40&md5=14247cca58c735e69a2a4eb6a7b5cf56","MPI Informatik, Saarland University, Germany; Department of Computer Science III, University of Bonn, Germany","Konz V., MPI Informatik, Saarland University, Germany; Müller M., MPI Informatik, Saarland University, Germany; Ewert S., Department of Computer Science III, University of Bonn, Germany","The automated extraction of chord labels from audio recordings constitutes a major task in music information retrieval. To evaluate computer-based chord labeling procedures, one requires ground truth annotations for the underlying audio material. However, the manual generation of such annotations on the basis of audio recordings is tedious and time-consuming. On the other hand, trained musicians can easily derive chord labels from symbolic score data. In this paper, we bridge this gap by describing a procedure that allows for transferring annotations and chord labels from the score domain to the audio domain and vice versa. Using music synchronization techniques, the general idea is to locally warp the annotations of all given data streams onto a common time axis, which then allows for a cross-domain evaluation of the various types of chord labels. As a further contribution of this paper, we extend this principle by introducing amulti-perspective evaluation framework for simultaneously comparing chord recognition results over multiple performances of the same piece of music. The revealed inconsistencies in the results do not only indicate limitations of the employed chord labeling strategies but also deepen the understanding of the underlying music material. © 2010 International Society for Music Information Retrieval.","","Audio recordings; Automated extraction; Chord recognition; Cross-domain evaluations; Data stream; Evaluation framework; Ground truth; Labeling procedures; Labeling strategy; Multi-perspective; Music information retrieval; Music materials; Music synchronizations; Time axis; Information retrieval","V. Konz; MPI Informatik, Saarland University, Germany; email: vkonz@mpi-inf.mpg.de","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Le Coz M.; Lachambre H.; Koenig L.; Andre-Obrecht R.","Le Coz, Maxime (55365538400); Lachambre, Helene (35105371800); Koenig, Lionel (55311568900); Andre-Obrecht, Regine (6603620564)","55365538400; 35105371800; 55311568900; 6603620564","A segmentation-based tempo induction method","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866673349&partnerID=40&md5=3b916e6e8d5c87447475a8882853b962","IRIT, Universite Paul Sabatier, F-31062 Toulouse cedex 9, 118 Route de Narbonne, France","Le Coz M., IRIT, Universite Paul Sabatier, F-31062 Toulouse cedex 9, 118 Route de Narbonne, France; Lachambre H., IRIT, Universite Paul Sabatier, F-31062 Toulouse cedex 9, 118 Route de Narbonne, France; Koenig L., IRIT, Universite Paul Sabatier, F-31062 Toulouse cedex 9, 118 Route de Narbonne, France; Andre-Obrecht R., IRIT, Universite Paul Sabatier, F-31062 Toulouse cedex 9, 118 Route de Narbonne, France","The automatized beat detection and localization have been the subject of multiple research in the field of music information retrieval. Most of the methods are based on onset detection. We propose an alternative approach: Our method is based on the ""Forward-Backward segmentation"": the segments may be interpreted as attacks, decays, sustains and releases of notes. We process the segment boundaries as a weighted Dirac signal. Three methods devived from its spectral analysis are proposed to find a periodicity which corresponds to the tempo. The experiments are carried out on a corpus of 100 songs of the RWC database. The performances of our system on this base demonstrate a potential in the use of a "" Forward- Backward Segmentation"" for temporal information retrieval in musical signals. © 2010 International Society for Music Information Retrieval.","","Information retrieval; Spectrum analysis; Alternative approach; Beat detection; Induction method; Multiple research; Music information retrieval; Musical signals; Onset detection; Temporal information retrievals; Signal detection","M. Le Coz; IRIT, Universite Paul Sabatier, F-31062 Toulouse cedex 9, 118 Route de Narbonne, France; email: lecoz@irit.fr","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Ramirez C.; Ohya J.","Ramirez, Carolina (37120884000); Ohya, Jun (56271441000)","37120884000; 56271441000","Symbol classification approach for OMR of square notation manuscripts","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955723424&partnerID=40&md5=f53882bd3148408e8641415072b43c70","Waseda University, Japan","Ramirez C., Waseda University, Japan; Ohya J., Waseda University, Japan","Researchers in the field of OMR (Optical Music Recognition) have acknowledged that the automatic transcription of medieval musical manuscripts is still an open problem [2, 3], mainly due to lack of standards in notation and the physical quality of the documents. Nonetheless, the amount of medieval musical manuscripts is so vast that the consensus seems to be that OMR can be a vital tool to help in the preserving and sharing of this information in digital format. In this paper we report our results on a preliminary approach to OMR of medieval plainchant manuscripts in square notation, at the symbol classification level, which produced good results in the recognition of eight basic symbols. Our preliminary approach consists of the preprocessing, segmentation, and classification stages. © 2010 International Society for Music Information Retrieval.","","Automatic transcription; Basic symbols; Classification approach; Digital format; Optical music recognition; Physical quality; Preliminary approach; Information retrieval","C. Ramirez; Waseda University, Japan; email: ramirez@akane.waseda.jp","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Barrington L.; Oda R.; Lanckriet G.","Barrington, Luke (14041197300); Oda, Reid (58289946000); Lanckriet, Gert (7801431767)","14041197300; 58289946000; 7801431767","Smarter than genius? Human evaluation of music recommender systems","2009","Proceedings of the 10th International Society for Music Information Retrieval Conference, ISMIR 2009","91","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873683421&partnerID=40&md5=4aced3b02495612b8e0c8d87d5dcdb00","Electrical and Computer Engineering, University of California, San Diego, United States; Cognitive Science, University of California, San Diego, United States","Barrington L., Electrical and Computer Engineering, University of California, San Diego, United States; Oda R., Cognitive Science, University of California, San Diego, United States; Lanckriet G., Electrical and Computer Engineering, University of California, San Diego, United States","Genius is a popular commercial music recommender system that is based on collaborative filtering of huge amounts of user data. To understand the aspects of music similarity that collaborative filtering can capture, we compare Genius to two canonical music recommender systems: one based purely on artist similarity, the other purely on similarity of acoustic content. We evaluate this comparison with a user study of 185 subjects. Overall, Genius produces the best recommendations. We demonstrate that collaborative filtering can actually capture similarities between the acoustic content of songs. However, when evaluators can see the names of the recommended songs and artists, we find that artist similarity can account for the performance of Genius. A system that combines these musical cues could generate music recommendations that are as good as Genius, even when collaborative filtering data is unavailable. © 2009 International Society for Music Information Retrieval.","","Collaborative filtering; Artist similarities; Human evaluation; Music recommendation; Music recommender systems; Music similarity; User data; User study; Recommender systems","L. Barrington; Electrical and Computer Engineering, University of California, San Diego, United States; email: lukeinusa@gmail.com","","10th International Society for Music Information Retrieval Conference, ISMIR 2009","26 October 2009 through 30 October 2009","Kobe","95395"
"Vigliensoni G.; McKay C.; Fujinaga I.","Vigliensoni, Gabriel (55217696900); McKay, Cory (14033215600); Fujinaga, Ichiro (9038140900)","55217696900; 14033215600; 9038140900","Using jWEBminer 2.0 to improve music classification performance by combining different types of features mined from the web","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871992019&partnerID=40&md5=294f910557cdd760d33efdfd400e784b","CIRMMT, McGill University, Canada","Vigliensoni G., CIRMMT, McGill University, Canada; McKay C., CIRMMT, McGill University, Canada; Fujinaga I., CIRMMT, McGill University, Canada","This paper presents the jWebMiner 2.0 cultural feature extraction software and describes the results of several musical genre classification experiments performed with it. jWebMiner 2.0 is an easy-to-use and open-source tool that allows users to mine the Internet in order to extract features based on both Last.fm social tags and general web search string co-occurrences extracted using the Yahoo! API. The experiments performed found that the features based on social tags were more effective at classifying music into a small (5-genre) genre ontology, but the features based on general web co-occurrences were more effective at classifying a moderate (10-genre) ontology. It was also found that combining the two types of features resulted in improved performance overall. © 2010 International Society for Music Information Retrieval.","","Experiments; Feature extraction; Last.fm; Music classification; Musical genre classification; Open source tools; Social Tags; Web searches; Information retrieval","G. Vigliensoni; CIRMMT, McGill University, Canada; email: gabriel@music.mcgill.ca","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Pinto A.","Pinto, Alberto (55937244900)","55937244900","Eigenvector-based relational motif discovery","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873576440&partnerID=40&md5=1aab043e6e702544f9269efa5b359bd3","Dipartimento di Informatica E Comunicazione, Universitá degli Studi di Milano, I-20135 Milano, Via Comelico 39/41, Italy","Pinto A., Dipartimento di Informatica E Comunicazione, Universitá degli Studi di Milano, I-20135 Milano, Via Comelico 39/41, Italy","The development of novel analytical tools to investigate the structure of music works is central in current music information retrieval research. In particular, music summarization aims at finding the most representative parts of a music piece (motifs) that can be exploited for an efficient music database indexing system. Here we present a novel approach for motif discovery in music pieces based on an eigenvector method. Scores are segmented into a network of bars and then ranked depending on their centrality. Bars with higher centrality are more likely to be relevant for music summarization. Results on the corpus of J.S.Bach's 2-part Inventions demonstrate the effectiveness of the method and suggest that different musical metrics might be more suitable than others for different applications. © 2010 International Society for Music Information Retrieval.","","Analytical tool; Eigenvector methods; Motif discovery; Music database; Music information retrieval; Music summarization; Information retrieval","A. Pinto; Dipartimento di Informatica E Comunicazione, Universitá degli Studi di Milano, I-20135 Milano, Via Comelico 39/41, Italy; email: pinto@dico.unimi.it","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Van Zaanen M.; Kanters P.","Van Zaanen, Menno (6507482370); Kanters, Pieter (55586401700)","6507482370; 55586401700","Automatic mood classification using TF*IDF based on lyrics","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","62","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862936491&partnerID=40&md5=2b417c4854be9f4d41c1d88ce12a118a","Tilburg Center for Cognition and Communication, Tilburg University, Tilburg, Netherlands","Van Zaanen M., Tilburg Center for Cognition and Communication, Tilburg University, Tilburg, Netherlands; Kanters P., Tilburg Center for Cognition and Communication, Tilburg University, Tilburg, Netherlands","This paper presents the outcomes of research into using lingual parts of music in an automatic mood classification system. Using a collection of lyrics and corresponding user-tagged moods, we build classifiers that classify lyrics of songs into moods. By comparing the performance of different mood frameworks (or dimensions), we examine to what extent the linguistic part of music reveals adequate information for assigning a mood category and which aspects of mood can be classified best. Our results show that word oriented metrics provide a valuable source of information for automatic mood classification of music, based on lyrics only. Metrics such as term frequencies and tf*idf values are used to measure relevance of words to the different mood classes. These metrics are incorporated in a machine learning classifier setup. Different partitions of the mood plane are investigated and we show that there is no large difference in mood prediction based on the mood division. Predictions on the valence, tension and combinations of aspects lead to similar performance. © 2010 International Society for Music Information Retrieval.","","Information retrieval; Learning systems; Classification system; Learning classifiers; Prediction-based; Term Frequency; Classification (of information)","M. Van Zaanen; Tilburg Center for Cognition and Communication, Tilburg University, Tilburg, Netherlands; email: mvzaanen@uvt.nl","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Paulus J.; Müller M.; Klapuri A.","Paulus, Jouni (16068963200); Müller, Meinard (7404689873); Klapuri, Anssi (6602945099)","16068963200; 7404689873; 6602945099","Audio-based music structure analysis","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","187","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863552197&partnerID=40&md5=ea67d8da0ed5d8e42bd4f5a30d4c7440","Fraunhofer Institute for Integrated Circuits IIS, Erlangen, Germany; MPI Informatik, Saarland University, Saarbrücken, Germany; Centre for Digital Music, Queen Mary Univ. of London, London, United Kingdom","Paulus J., Fraunhofer Institute for Integrated Circuits IIS, Erlangen, Germany; Müller M., MPI Informatik, Saarland University, Saarbrücken, Germany; Klapuri A., Centre for Digital Music, Queen Mary Univ. of London, London, United Kingdom","Humans tend to organize perceived information into hierarchies and structures, a principle that also applies to music. Even musically untrained listeners unconsciously analyze and segment music with regard to various musical aspects, for example, identifying recurrent themes or detecting temporal boundaries between contrasting musical parts. This paper gives an overview of state-of-theart methods for computational music structure analysis, where the general goal is to divide an audio recording into temporal segments corresponding to musical parts and to group these segments into musically meaningful categories. There are many different criteria for segmenting and structuring music audio. In particular, one can identify three conceptually different approaches, which we refer to as repetition-based, novelty-based, and homogeneitybased approaches. Furthermore, one has to account for different musical dimensions such as melody, harmony, rhythm, and timbre. In our state-of-the-art report, we address these different issues in the context of music structure analysis, while discussing and categorizing the most relevant and recent articles in this field. © 2010 International Society for Music Information Retrieval.","","Information retrieval; Audio-based; Music structure analysis; Temporal segments; Audio acoustics","J. Paulus; Fraunhofer Institute for Integrated Circuits IIS, Erlangen, Germany; email: jouni.paulus@iis.fraunhofer.de","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Schmidt E.M.; Kim Y.E.","Schmidt, Erik M. (36053813000); Kim, Youngmoo E. (24724623000)","36053813000; 24724623000","Prediction of time-varying musical mood distributions from audio","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","49","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84555174290&partnerID=40&md5=34157cfffc550abc1377b1b806ad577e","Department of Electrical and Computer Engineering, Drexel University, United States","Schmidt E.M., Department of Electrical and Computer Engineering, Drexel University, United States; Kim Y.E., Department of Electrical and Computer Engineering, Drexel University, United States","The appeal of music lies in its ability to express emotions, and it is natural for us to organize music in terms of emotional associations. But the ambiguities of emotions make the determination of a single, unequivocal response label for the mood of a piece of music unrealistic. We address this lack of specificity by modeling human response labels to music in the arousal-valence (A-V) representation of affect as a stochastic distribution. Based upon our collected data, we present and evaluate methods using multiple sets of acoustic features to estimate these mood distributions parametrically using multivariate regression. Furthermore, since the emotional content of music often varies within a song, we explore the estimation of these A-V distributions in a time-varying context, demonstrating the ability of our system to track changes on a short-time basis. © 2010 International Society for Music Information Retrieval.","","Computer music; Information retrieval; Regression analysis; Acoustic features; Express emotions; Human response; Multiple set; Multivariate regression; Stochastic distribution; Time varying; Track changes; Audio acoustics","E.M. Schmidt; Department of Electrical and Computer Engineering, Drexel University, United States; email: eschmidt@drexel.edu","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Ganseman J.; Scheunders P.; Mysore G.J.; Abel J.S.","Ganseman, Joachim (42061332400); Scheunders, Paul (7003845862); Mysore, Gautham J. (24465525500); Abel, Jonathan S. (7103340370)","42061332400; 7003845862; 24465525500; 7103340370","Evaluation of a score-informed source separation system","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","18","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053006437&partnerID=40&md5=0990aa343e1f9ee9ed6b3b5abc23b54c","Department of Physics, IBBT - Visielab, University of Antwerp, 2000 Antwerp, Belgium; Department of Music, CCRMA, Stanford University, Stanford, CA 94305, United States","Ganseman J., Department of Physics, IBBT - Visielab, University of Antwerp, 2000 Antwerp, Belgium; Scheunders P., Department of Physics, IBBT - Visielab, University of Antwerp, 2000 Antwerp, Belgium; Mysore G.J., Department of Music, CCRMA, Stanford University, Stanford, CA 94305, United States; Abel J.S., Department of Music, CCRMA, Stanford University, Stanford, CA 94305, United States","In this work, we investigate a method for score-informed source separation using Probabilistic Latent Component Analysis (PLCA). We present extensive test results that give an indication of the performance of the method, its strengths and weaknesses. For this purpose, we created a test database that has been made available to the public, in order to encourage comparisons with alternative methods. © 2010 International Society for Music Information Retrieval.","","Alternative methods; Probabilistic latent component analysis; Score-informed source separations; Information retrieval","","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Vatolkin I.; Theimer W.; Botteck M.","Vatolkin, Igor (25652236100); Theimer, Wolfgang (6602930202); Botteck, Martin (16309125200)","25652236100; 6602930202; 16309125200","Amuse (Advanced music explorer) - A multitool framework for music data analysis","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","26","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959404927&partnerID=40&md5=bcf2454b5e388ae6f2c20c32be71d42a","Department of Algorithm Engineering, TU Dortmund, Germany; Research in Motion, Bochum, Germany","Vatolkin I., Department of Algorithm Engineering, TU Dortmund, Germany; Theimer W., Research in Motion, Bochum, Germany; Botteck M.","A large variety of research tools is available now for music information retrieval tasks. In this paper we present a further framework which aims to facilitate the interaction between these applications. Since the available tools are very different in target domain, range of available methods, learning efforts, installation and runtime characteristics etc., it is not easy to find software which is optimal for certain research goals. Another problematic issue is that many incompatible data formats exist, so it is not always possible to use output from one tool just as input for another one. At first we describe some of the available projects and outline our motivation starting the development of AMUSE framework for audio data analysis. Requirements and application purposes are given. The structure of our framework is introduced in detail and the information for efficient application is provided. Finally we discuss several ideas for further work. © 2010 International Society for Music Information Retrieval.","","Further works; Learning efforts; Music information retrieval; Problematic issues; Research goals; Research tools; Runtimes; Target domain; Information retrieval","I. Vatolkin; Department of Algorithm Engineering, TU Dortmund, Germany; email: igor.vatolkin@udo.edu","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Collins N.","Collins, Nick (24478398900)","24478398900","Computational analysis of musical influence: A musicological case study using MIR tools","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","14","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955393344&partnerID=40&md5=dc421e173250ea53b129f2c22fac26f9","Department of Informatics, University of Sussex, Falmer, Brighton, BN1 9QJ, United Kingdom","Collins N., Department of Informatics, University of Sussex, Falmer, Brighton, BN1 9QJ, United Kingdom","Are there new insights through computational methods to the thorny problem of plotting the flow of musical influence? This project, motivated by a musicological study of early synth pop, applies MIR tools as an aid to the investigator. Web scraping and web services provide one angle, sourcing data from allmusic.com, and utilising python APIs for last.fm, EchoNest, and MusicBrainz. Charts of influence are constructed in GraphViz combining artist similarity and dates. Content based music similarity is the second approach, based around a core collection of synth pop albums. The prospect for new musical analyses are discussed with respect to these techniques. © 2010 International Society for Music Information Retrieval.","","Information retrieval; Web services; Artist similarities; Computational analysis; Content-based; Last.fm; Music similarity; Musical analysis; Web scrapings; Computational methods","N. Collins; Department of Informatics, University of Sussex, Falmer, Brighton, BN1 9QJ, United Kingdom; email: N.Collins@sussex.ac.uk","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Wang D.; Li T.; Ogihara M.","Wang, Dingding (23037039100); Li, Tao (55553727585); Ogihara, Mitsunori (54420747900)","23037039100; 55553727585; 54420747900","Are tags better than audio features? The effect of joint use of tags and audio content features for artistic style clustering","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","22","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873586245&partnerID=40&md5=0d4001bd77be32b8d9fbe2754299d83a","School of Computer Science, Florida International University, Miami, FL, United States; Department of Computer Science, University of Miami, Coral Gables, FL, United States","Wang D., School of Computer Science, Florida International University, Miami, FL, United States; Li T., School of Computer Science, Florida International University, Miami, FL, United States; Ogihara M., Department of Computer Science, University of Miami, Coral Gables, FL, United States","Social tags are receiving growing interests in information retrieval. In music information retrieval previous research has demonstrated that tags can assist in music classification and clustering. This paper studies the problem of combining tags and audio contents for artistic style clustering. After studying the effectiveness of using tags and audio contents separately for clustering, this paper proposes a novel language model that makes use of both data sources. Experiments with various methods for combining feature sets demonstrate that tag features are more useful than audio content features for style clustering and that the proposed model can marginally improve clustering performance by combing tags and audio contents. © 2010 International Society for Music Information Retrieval.","","Computational linguistics; Websites; Audio content; Audio features; Data-sources; Feature sets; Language model; Music classification; Music information retrieval; Social Tags; Information retrieval","D. Wang; School of Computer Science, Florida International University, Miami, FL, United States; email: dwang003@cs.fiu.edu","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Jewell M.O.; Rhodes C.; D'Inverno M.","Jewell, Michael O. (14016052900); Rhodes, Christophe (57196565939); D'Inverno, Mark (55946449000)","14016052900; 57196565939; 55946449000","Querying improvised music: Do you sound like yourself?","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955412346&partnerID=40&md5=2647d066b855ee2beeef255a90eb88ff","Department of Computing, Goldsmiths, University of London, London, SE14 6NW, New Cross, United Kingdom","Jewell M.O., Department of Computing, Goldsmiths, University of London, London, SE14 6NW, New Cross, United Kingdom; Rhodes C., Department of Computing, Goldsmiths, University of London, London, SE14 6NW, New Cross, United Kingdom; D'Inverno M., Department of Computing, Goldsmiths, University of London, London, SE14 6NW, New Cross, United Kingdom","Improvisers are often keen to assess how their performance practice stands up to an ideal: whether that ideal is of technical accuracy or instant composition of material meeting complex harmonic constraints at speed. This paper reports on the development of an interface for querying and navigating a collection of recorded material for the purpose of presenting information on musical similarity, and the application of this interface to the investigation of a set of recordings by jazz performers. We investigate the retrieval performance of our tool, and in analysing the 'hits' and particularly the 'misses', provide information suggesting a change in one of the authors' improvisation style. © 2010 International Society for Music Information Retrieval.","","Information retrieval; At-speed; Harmonic constraint; Musical similarity; Presenting informations; Retrieval performance; Interfaces (materials)","M.O. Jewell; Department of Computing, Goldsmiths, University of London, London, SE14 6NW, New Cross, United Kingdom; email: m.jewell@gold.ac.uk","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Lemstrom K.","Lemstrom, Kjell (7006564183)","7006564183","Towards more robust geometric content-based music retrieval","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","16","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053097401&partnerID=40&md5=00f4a4bfabfd7686d69dcac881bc6ee3","Department of Computer Science, University of Helsinki, Finland","Lemstrom K., Department of Computer Science, University of Helsinki, Finland","This paper studies the problem of transposition and time-scale invariant (ttsi) polyphonic music retrieval in symbolically encoded music. In the setting, music is represented by sets of points in plane. We give two new algorithms. Applying a search window of size w and given a query point set, of size m, to be searched for in a database point set, of size n, our algorithm for exact ttsi occurrences runs in O(mwn log n) time; for partial occurrences we have an O(mnw2 log n) algorithm. The framework used is flexible allowing development towards even more robust geometric retrieval. © 2010 International Society for Music Information Retrieval.","","Geometry; Information retrieval; Query processing; Content-based music retrieval; Point set; Polyphonic music; Query points; Search windows; Time-scales; Algorithms","","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Macrae R.; Dixon S.","Macrae, Robert (36608414000); Dixon, Simon (7201479437)","36608414000; 7201479437","Accurate real-time windowed time warping","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","37","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873578359&partnerID=40&md5=d494982adb0b3e6d4a76ad3c17454996","Centre for Digital Music, Queen Mary University, London, United Kingdom","Macrae R., Centre for Digital Music, Queen Mary University, London, United Kingdom; Dixon S., Centre for Digital Music, Queen Mary University, London, United Kingdom","Dynamic Time Warping (DTW) is used to find alignments between two related streams of information and can be used to link data, recognise patterns or find similarities. Typically, DTW requires the complete series of both input streams in advance and has quadratic time and space requirements. As such DTW is unsuitable for real-time applications and is inefficient for aligning long sequences. We present Windowed Time Warping (WTW), a variation on DTW that, by dividing the path into a series of DTW windows and making use of path cost estimation, achieves alignments with an accuracy and efficiency superior to other leading modifications and with the capability of synchronising in real-time. We demonstrate this method in a score following application. Evaluation of the WTW score following system found 97.0% of audio note onsets were correctly aligned within 2000 ms of the known time. Results also show reductions in execution times over state-of-theart efficient DTW modifications. © 2010 International Society for Music Information Retrieval.","","Information retrieval; Cost estimations; Dynamic time warping; Execution time; Input streams; Long sequences; Quadratic time; Real-time application; Score-following; Space requirements; Time warping; Alignment","R. Macrae; Centre for Digital Music, Queen Mary University, London, United Kingdom; email: robert.macrae@elec.qmul.ac.uk","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Molina-Solana M.; Grachten M.; Widmer G.","Molina-Solana, Miguel (24385556000); Grachten, Maarten (8974600000); Widmer, Gerhard (7004342843)","24385556000; 8974600000; 7004342843","Evidence for pianist-specific rubato style in chopin nocturnes","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051604329&partnerID=40&md5=a68cb17c78d24252341cdd2aad0b3677","Dpt. Computer Science and AI, University of Granada, Spain; IPEM - Dept. of Musicology, Ghent University, Belgium; Dpt. of Computational Perception, Johannes Kepler Univ., Austria","Molina-Solana M., Dpt. Computer Science and AI, University of Granada, Spain; Grachten M., IPEM - Dept. of Musicology, Ghent University, Belgium; Widmer G., Dpt. of Computational Perception, Johannes Kepler Univ., Austria","The performance of music usually involves a great deal of interpretation by the musician. In classical music, the final ritardando is a good example of the expressive aspect of music performance. Even though expressive timing data is expected to have a strong component that is determined by the piece itself, in this paper we investigate to what degree individual performance style has an effect on the timing of final ritardandi. The particular approach taken here uses Friberg and Sundberg's kinematic rubato model in order to characterize performed ritardandi. Using a machine- learning classifier, we carry out a pianist identification task to assess the suitability of the data for characterizing the in- dividual playing style of pianists. The results indicate that in spite of an extremely reduced data representation, when cancelling the piece-specific aspects, pianists can often be identified with accuracy above baseline. This fact suggests the existence of a performer-specific style of playing ritardandi. © 2010 International Society for Music Information Retrieval.","","Classical musics; Individual performance; Learning classifiers; Music performance; Playing style; Reduced data; Information retrieval","M. Molina-Solana; Dpt. Computer Science and AI, University of Granada, Spain; email: miguelmolina@ugr.es","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
"Conklin D.; Bergeron M.","Conklin, Darrell (57220096325); Bergeron, Mathieu (23992413700)","57220096325; 23992413700","Discovery of contrapuntal patterns","2010","Proceedings of the 11th International Society for Music Information Retrieval Conference, ISMIR 2010","10","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959609428&partnerID=40&md5=e866145476371110c1981fbef3b19969","Department of Computer Science and AI, Basque Foundation for Science, Universidad del Páis Vasco, Bilbao, San Sebastían, Spain; CIRMMT, McGill University, Montreal, Canada","Conklin D., Department of Computer Science and AI, Basque Foundation for Science, Universidad del Páis Vasco, Bilbao, San Sebastían, Spain; Bergeron M., CIRMMT, McGill University, Montreal, Canada","This paper develops and applies a new method for the discovery of polyphonic patterns. The method supports the representation of abstract relations that are formed between notes that overlap in time without being simultaneous. Such relations are central to understanding species counterpoint. The method consists of an application of the vertical viewpoint technique, which relies on a vertical slicing of the musical score. It is applied to two-voice contrapuntal textures extracted from the Bach chorale harmonizations. Results show that the new method is powerful enough to represent and discover distinctive modules of species counterpoint, including remarkably the suspension principle of fourth species counterpoint. In addition, by focusing on two voices in particular and setting them against all other possible voice pairs, the method can elicit patterns that illustrate well the unique treatment of the voices under investigation, e.g. the inner and outer voices. The results are promising and indicate that the method is suitable for computational musicology research. © 2010 International Society for Music Information Retrieval.","","Musical score; Information retrieval","D. Conklin; Department of Computer Science and AI, Basque Foundation for Science, Universidad del Páis Vasco, Bilbao, San Sebastían, Spain; email: darrellconklin@ehu.es","","11th International Society for Music Information Retrieval Conference, ISMIR 2010","9 August 2010 through 13 August 2010","Utrecht","95396"
