,Authors,Titles,Year,Link,Authors with affiliations,Author Keywords
50,André Ofner;Sebastian Stober,Modeling Perception with Hierarchical Prediction: Auditory Segmentation with Deep Predictive Coding Locates Candidate Evoked Potentials in EEG,2020,https://program.ismir2020.net/poster_4-13.html,"André Ofner, Otto von Guericke University, Magdeburg, Germany; Sebastian Stober, Otto von Guericke University, Magdeburg, Germany","Domain knowledge,Machine learning/Artificial intelligence for music,Cognitive MIR,Representations of music,Human-centered MIR,Personalization,MIR fundamentals and methodology,Multimodality,Musical features and properties,Rhythm, beat, tempo"
51,Daniel Harasim;Christoph Finkensiep;Petter Ericson;Timothy J. O'Donnell;Martin Rohrmeier,The Jazz Harmony Treebank,2020,https://program.ismir2020.net/poster_2-06.html,"Daniel Harasim, Digital and Cognitive Musicology Lab, École Polytechnique Fédérale de Laussane, Switzerland; Christoph Finkensiep, Digital and Cognitive Musicology Lab, École Polytechnique Fédérale de Laussane, Switzerland; Petter Ericson, Digital and Cognitive Musicology Lab, École Polytechnique Fédérale de Laussane, Switzerland; Timothy J. O'Donnell, Department of Linguistics, McGill University, Canada; Martin Rohrmeier, Digital and Cognitive Musicology Lab, École Polytechnique Fédérale de Laussane, Switzerland","Evaluation, datasets, and reproducibility,Novel datasets and use cases,Domain knowledge,Computational music theory and musicology,Representations of music,Annotation protocols,Musical features and properties,Harmony, chords, and tonality,Structure, segmentation, and form"
52,Christopher J Tralie;Elizabeth Dempsey,"Exact, Parallelizable Dynamic Time Warping Alignment with Linear Memory",2020,https://program.ismir2020.net/poster_3-18.html,"Christopher J Tralie, Ursinus College; Elizabeth Dempsey, Ursinus College","MIR tasks,Alignment, synchronization, and score following,Applications,Music retrieval systems,Evaluation, datasets, and reproducibility,Evaluation metrics"
53,Michael M Michelashvili;Lior Wolf,Hierarchical Timbre-painting and Articulation Generation,2020,https://program.ismir2020.net/poster_6-19.html,"Michael M Michelashvili, Tel Aviv University; Lior Wolf, Tel Aviv University","Domain knowledge,Machine learning/Artificial intelligence for music,Representations of music,MIR fundamentals and methodology,Music signal processing,MIR tasks,Music synthesis and transformation"
54,Florian Thalmann;Kazuyoshi Yoshii;Thomas Wilmering;Wiggins Geraint;Mark B. Sandler,A Method for Analysis of Shared Structure in Large Music Collections Using Techniques from Genetic Sequencing and Graph Theory,2020,https://program.ismir2020.net/poster_3-03.html,"Florian Thalmann, Speech and Audio Processing Laboratory, Kyoto University, Japan; Kazuyoshi Yoshii, Speech and Audio Processing Laboratory, Kyoto University, Japan; Thomas Wilmering, Centre for Digital Music, Queen Mary University London, UK; Wiggins Geraint, Artificial Intelligence Lab, Vrije Universiteit Brussel, Belgium; Mark B. Sandler, Centre for Digital Music, Queen Mary University London, UK","Musical features and properties,Structure, segmentation, and form,Domain knowledge,Computational music theory and musicology,Representations of music,MIR tasks,Pattern matching and detection,Harmony, chords, and tonality"
55,Yun-Ning Hung;Alexander Lerch,Multitask Learning for Instrument Activation Aware Music Source Separation,2020,https://program.ismir2020.net/poster_5-16.html,"Yun-Ning Hung, Center for Music Technology, Georgia Institute of Technology, USA; Alexander Lerch, Center for Music Technology, Georgia Institute of Technology, USA","MIR tasks,Sound source separation,Domain knowledge,Machine learning/Artificial intelligence for music,Evaluation, datasets, and reproducibility,Novel datasets and use cases,Musical features and properties,Timbre, instrumentation, and voice"
56,Omar A Peracha,Improving Polyphonic Music Models with Feature-rich Encoding,2020,https://program.ismir2020.net/poster_2-01.html,"Omar A Peracha, Humtap","MIR tasks,Pattern matching and detection,Applications,Music composition, performance, and production"
57,Jacopo de Berardinis;Angelo Cangelosi;Eduardo Coutinho,The Multiple Voices of Musical Emotions: Source Separation for Improving Music Emotion Recognition Models and Their Interpretability,2020,https://program.ismir2020.net/poster_2-19.html,"Jacopo de Berardinis, Machine learning and Robotics Group, University of Manchester, UK; Angelo Cangelosi, Machine learning and Robotics Group, University of Manchester, UK; Eduardo Coutinho, Applied Music Research Lab, University of Liverpool, UK","Musical features and properties,Musical affect, emotion, and mood,Domain knowledge,Machine learning/Artificial intelligence for music,MIR tasks,Sound source separation"
58,Francesco Foscarin;Andrew McLeod;Philippe Rigaux;Florent Jacquemard;Masahiko Sakai,Asap: a Dataset of Aligned Scores and Performances for Piano Transcription,2020,https://program.ismir2020.net/poster_4-09.html,"Francesco Foscarin, CNAM, Paris, France; Andrew McLeod, EPFL, Lausanne, Switzerland; Philippe Rigaux, CNAM, Paris, France; Florent Jacquemard, INRIA, Paris, France; Masahiko Sakai, Nagoya University, Japan","Evaluation, datasets, and reproducibility,Novel datasets and use cases,Annotation protocols,MIR tasks,Music transcription and annotation"
59,Tsung-Ping Chen;Satoru Fukayama;Masataka Goto;Li Su,Chord Jazzification: Learning Jazz Interpretations of Chord Symbols,2020,https://program.ismir2020.net/poster_3-05.html,"Tsung-Ping Chen, Institute of Information Science, Academia Sinica, Taiwan; Satoru Fukayama, National Institute of Advanced Industrial Science and Technology (AIST), Japan; Masataka Goto, National Institute of Advanced Industrial Science and Technology (AIST), Japan; Li Su, Institute of Information Science, Academia Sinica, Taiwan","Musical features and properties,Harmony, chords, and tonality,Evaluation, datasets, and reproducibility,Novel datasets and use cases,MIR fundamentals and methodology,Symbolic music processing"
60,Ethan Manilow;Gordon Wichern;Jonathan LeRoux,Hierarchical Musical Instrument Separation,2020,https://program.ismir2020.net/poster_3-07.html,"Ethan Manilow, Northwestern University; Gordon Wichern, Mitsubishi Electric Research Laboratories (MERL); Jonathan LeRoux, Mitsubishi Electric Research Laboratories (MERL)","MIR tasks,Sound source separation"
61,Timothy Tsai;Kevin Ji,Composer Style Classification of Piano Sheet Music Images Using Language Model Pretraining,2020,https://program.ismir2020.net/poster_2-02.html,"Timothy Tsai, Harvey Mudd College; Kevin Ji, Harvey Mudd College","Musical features and properties,Musical style and genre,Domain knowledge,Machine learning/Artificial intelligence for music,Representations of music,MIR fundamentals and methodology,Symbolic music processing,MIR tasks,Automatic classification"
62,Taketo Akama,Connective Fusion: Learning Transformational Joining of Sequences with Application to Melody Creation,2020,https://program.ismir2020.net/poster_1-05.html,"Taketo Akama, Sony Computer Science Laboratories, Tokyo, Japan","Domain knowledge,Machine learning/Artificial intelligence for music,Applications,Music composition, performance, and production"
63,Philippe  Esling;Théis Bazin;Adrien Bitton;Tristan J. J. Carsault;Ninon Devis,Ultra-light Deep MIR by Trimming Lottery Tickets,2020,https://program.ismir2020.net/poster_4-11.html,"Philippe  Esling, IRCAM - Sorbonne Université, Paris, France; Théis Bazin, IRCAM - Sorbonne Université, Paris, France; Adrien Bitton, IRCAM - Sorbonne Université, Paris, France; Tristan J. J. Carsault, IRCAM - Sorbonne Université, Paris, France; Ninon Devis, IRCAM - Sorbonne Université, Paris, France","Domain knowledge,Machine learning/Artificial intelligence for music,Applications,Music retrieval systems,Representations of music,Evaluation, datasets, and reproducibility,MIR tasks,Automatic classification"
64,Meijun Liu;Eva Zangerle;Xiao Hu;Alessandro Melchiorre;Markus Schedl,"Pandemics, Music, and Collective Sentiment: Evidence from the Outbreak of COVID-19",2020,https://program.ismir2020.net/poster_1-19.html,"Meijun Liu, University of Hong Kong, China; Eva Zangerle, University of Innsbruck, Austria; Xiao Hu, University of Hong Kong, China; Alessandro Melchiorre, Johannes Kepler University, Linz, Austria; Markus Schedl, Linz Institute of Technology, Linz, Austria","Applications,Music retrieval systems,Music and health, well-being, and therapy,Music recommendation and playlist generation,Musical features and properties,Musical affect, emotion, and mood"
65,Fabrizio Pedersoli;Masataka Goto,Dance Beat Tracking from Visual Information Alone,2020,https://program.ismir2020.net/poster_3-10.html,"Fabrizio Pedersoli, National Institute of Advanced Industrial Science and Technology (AIST), Japan; Masataka Goto, National Institute of Advanced Industrial Science and Technology (AIST), Japan","Musical features and properties,Rhythm, beat, tempo,MIR fundamentals and methodology,Multimodality"
66,Shahan Nercessian,Zero-shot Singing Voice Conversion,2020,https://program.ismir2020.net/poster_1-08.html,"Shahan Nercessian, iZotope, Inc.","MIR tasks,Music synthesis and transformation,Domain knowledge,Machine learning/Artificial intelligence for music,Musical features and properties,Timbre, instrumentation, and voice"
67,Yudhik Agrawal;Samyak Jain;Emily Carlson;Petri Toiviainen;Vinoo  Alluri,Towards Multimodal MIR: Predicting Individual Differences from Music-induced Movement,2020,https://program.ismir2020.net/poster_1-06.html,"Yudhik Agrawal, Cognitive Science Lab, International Institute of Information Technology, Hyderabad, India; Samyak Jain, Cognitive Science Lab, International Institute of Information Technology, Hyderabad, India; Emily Carlson, Department of Music, Art and Culture Studies, University of Jyvaskyla, Finland; Petri Toiviainen, Department of Music, Art and Culture Studies, University of Jyvaskyla, Finland; Vinoo  Alluri, Cognitive Science Lab, International Institute of Information Technology, Hyderabad, India","Human-centered MIR,User behavior analysis and mining, user modeling,Domain knowledge,Machine learning/Artificial intelligence for music,Human-computer interaction and interfaces,Personalization,MIR fundamentals and methodology,Multimodality"
68,Guillaume Doras;Furkan Yesiler;Joan Serra;Emilia Gomez;Geoffroy Peeters,Combining Musical Features for Cover Detection,2020,https://program.ismir2020.net/poster_2-15.html,"Guillaume Doras, Ircam, CNRS, Paris, France; Furkan Yesiler, Music Technology Group, Universitat Pompeu Fabra, Spain; Joan Serra, Dolby Laboratories, Spain; Emilia Gomez, European Commission, Joint Research Centre, Spain; Geoffroy Peeters, Telecom Paris, LTCI, France","Applications,Music retrieval systems,Domain knowledge,Machine learning/Artificial intelligence for music,MIR tasks,Automatic classification,Similarity metrics,Musical features and properties,Harmony, chords, and tonality,Melody and motives"
69,Kyle Robinson;Dan Brown;Markus Schedl,User Insights on Diversity in Music Recommendation Lists,2020,https://program.ismir2020.net/poster_3-16.html,"Kyle Robinson, David R. Cheriton School of Computer Science, University of Waterloo, Canada; Dan Brown, David R. Cheriton School of Computer Science, University of Waterloo, Canada; Markus Schedl, Institute of Computational Perception, Johannes Kepler University Linz, Austria","Human-centered MIR,User-centered evaluation,Applications,Music recommendation and playlist generation,Evaluation, datasets, and reproducibility,Evaluation metrics,Human-computer interaction and interfaces,Personalization"
70,Shih-Lun Wu;Yi-Hsuan Yang,The Jazz Transformer on the Front Line: Exploring the Shortcomings of AI-composed Music Through Quantitative Measures,2020,https://program.ismir2020.net/poster_1-17.html,"Shih-Lun Wu, National Taiwan University; Yi-Hsuan Yang, Academia Sinica, Taiwan","Evaluation, datasets, and reproducibility,Evaluation metrics,Applications,Music composition, performance, and production,Domain knowledge,Machine learning/Artificial intelligence for music"
71,Carlos Eduardo Cancino-Chacón;Silvan Peter;Shreyan Chowdhury;Anna Aljanaki;Gerhard Widmer,On the Characterization of Expressive Performance in Classical Music: First Results of the Con Espressione Game,2020,https://program.ismir2020.net/poster_4-19.html,"Carlos Eduardo Cancino-Chacón, Austrian Research Institute for Artificial Intelligence, Vienna, Austria; Silvan Peter, Institute of Computational Perception, Johannes Kepler University Linz, Austria; Shreyan Chowdhury, Institute of Computational Perception, Johannes Kepler University Linz, Austria; Anna Aljanaki, Institute of Computer Science, University of Tartu, Estonia; Gerhard Widmer, Institute of Computational Perception, Johannes Kepler University Linz, Austria","Musical features and properties,Expression and performative aspects of music,MIR fundamentals and methodology,Lyrics and other textual data, web mining, and natural language processing,Musical affect, emotion, and mood"
72,Shunit Haviv Hakimi;Nadav Bhonker;Ran El-Yaniv,BebopNet: Deep Neural Models for Personalized Jazz Improvisations,2020,https://program.ismir2020.net/poster_6-08.html,"Shunit Haviv Hakimi, Computer Science Department, Israel Institute of Technology, Israel; Nadav Bhonker, Computer Science Department, Israel Institute of Technology, Israel; Ran El-Yaniv, Computer Science Department, Israel Institute of Technology, Israel","Domain knowledge,Machine learning/Artificial intelligence for music,Applications,Music composition, performance, and production,Human-centered MIR,Personalization"
73,Chang-Bin Jeon;Hyeong-Seok Choi;Kyogu Lee,Exploring Aligned Lyrics-informed Singing Voice Separation,2020,https://program.ismir2020.net/poster_5-08.html,"Chang-Bin Jeon, Department of Intelligence and Information, Music and Audio Research Group, Seoul National University; Hyeong-Seok Choi, Department of Intelligence and Information, Music and Audio Research Group, Seoul National University; Kyogu Lee, Department of Intelligence and Information, Music and Audio Research Group, Seoul National University","MIR tasks,Sound source separation,Domain knowledge,Machine learning/Artificial intelligence for music,MIR fundamentals and methodology,Lyrics and other textual data, web mining, and natural language processing"
74,Woosung Choi;Minseok  Kim;Jaehwa Chung;Daewon Lee;Soonyoung Jung,Investigating U-nets with Various Intermediate Blocks for Spectrogram-based Singing Voice Separation,2020,https://program.ismir2020.net/poster_2-04.html,"Woosung Choi, Department of Computer Science and Engineering, Korea University, Republic of Korea; Minseok  Kim, Department of Computer Science and Engineering, Korea University, Republic of Korea; Jaehwa Chung, Department of Computer Science, Korea National Open University, Republic of Korea; Daewon Lee, Department of Computer Engineering, Seokyeong University, Republic of Korea; Soonyoung Jung, Department of Computer Science and Engineering, Korea University, Republic of Korea","MIR tasks,Sound source separation,Musical features and properties,Timbre, instrumentation, and voice"
75,Kosetsu Tsukuda;Masataka Goto,Analysis of Song/Artist Latent Features and Its Application for Song Search,2020,https://program.ismir2020.net/poster_5-12.html,"Kosetsu Tsukuda, National Institute of Advances Industrial Science and Technology (AIST), Japan; Masataka Goto, National Institute of Advances Industrial Science and Technology (AIST), Japan","Applications,Music retrieval systems"
76,Frank Zalkow;Meinard Müller,Using Weakly Aligned Score–audio Pairs to Train Deep Chroma Models for Cross-modal Music Retrieval,2020,https://program.ismir2020.net/poster_2-03.html,"Frank Zalkow, International Audio Laboratories Erlangen, Germany; Meinard Müller, International Audio Laboratories Erlangen, Germany","Applications,Music retrieval systems,Domain knowledge,Machine learning/Artificial intelligence for music,Representations of music,MIR fundamentals and methodology,Music signal processing,MIR tasks,Alignment, synchronization, and score following,Musical features and properties,Harmony, chords, and tonality"
77,Aayush Surana;Yash Goyal;Manish Shrivastava;Suvi H Saarikallio;Vinoo  Alluri,Tag2Risk: Harnessing Social Music Tags for Characterizing Depression Risk,2020,https://program.ismir2020.net/poster_3-08.html,"Aayush Surana, International Institute of Information Technology, Hyderabad, India; Yash Goyal, International Institute of Information Technology, Hyderabad, India; Manish Shrivastava, International Institute of Information Technology, Hyderabad, India; Suvi H Saarikallio, Department of Music, Art and Culture Studies, University of Jyvaskyla, Finland; Vinoo  Alluri, International Institute of Information Technology, Hyderabad, India","Applications,Music and health, well-being, and therapy,Domain knowledge,Cognitive MIR,Human-centered MIR,User behavior analysis and mining, user modeling,MIR fundamentals and methodology,Metadata, tags, linked data, and semantic web,Musical features and properties,Musical affect, emotion, and mood,Musical style and genre"
78,Claire Savard;Erin H Bugbee;Melissa R McGuirl;Katherine M. Kinnaird,SuPP & MaPP: Adaptable Structure-based Representations for MIR Tasks,2020,https://program.ismir2020.net/poster_3-02.html,"Claire Savard, Department of Physics, University of Colorado-Boulder, USA; Erin H Bugbee, Department of Biostatistics, Brown University, USA; Melissa R McGuirl, Division of Applied Mathematics, Brown University, USA; Katherine M. Kinnaird, Department of COmputer Science and Program in Statistical & Data Sciences, Smith College, USA","Domain knowledge,Representations of music,Evaluation, datasets, and reproducibility,MIR tasks,Fingerprinting,Pattern matching and detection,Similarity metrics,Musical features and properties,Structure, segmentation, and form"
79,Sangeun Kum;Jing-Hua Lin;Li Su;Juhan Nam,Semi-supervised Learning Using Teacher-student Models for Vocal Melody Extraction,2020,https://program.ismir2020.net/poster_1-11.html,"Sangeun Kum, Graduate School of Culture Technology, KAIST, South Korea; Jing-Hua Lin, Institute of Information Science, Academia Sinica, Taiwan; Li Su, Institute of Information Science, Academia Sinica, Taiwan; Juhan Nam, Graduate School of Culture Technology, KAIST, South Korea","Musical features and properties,Melody and motives,Evaluation, datasets, and reproducibility,Novel datasets and use cases,MIR tasks,Music transcription and annotation"
80,Pritish Chandna;Helena Cuesta;Emilia Gomez,A Deep Learning Based Analysis-synthesis Framework for Unison Singing,2020,https://program.ismir2020.net/poster_4-17.html,"Pritish Chandna, Music Technology Group, Universitat Pompeu Fabra, Spain; Helena Cuesta, Music Technology Group, Universitat Pompeu Fabra, Spain; Emilia Gomez, European Commission, Joint Research Centre, Spain","MIR tasks,Music synthesis and transformation,Applications,Music retrieval systems,Evaluation, datasets, and reproducibility,Human-centered MIR,User-centered evaluation,Musical features and properties,Expression and performative aspects of music"
81,Christof Weiss;Stephanie Klauk;Mark R H Gotham;Meinard Müller;Rainer Kleinertz,Discourse Not Dualism: an Interdisciplinary Dialogue on Sonata Form in Beethoven's Early Piano Sonatas,2020,https://program.ismir2020.net/poster_2-05.html,"Christof Weiss, International Audio Laboratories Erlangen, Germany; Stephanie Klauk, Institut fur Musikwissenschaft, Saarland University, Germany; Mark R H Gotham, Institut fur Musikwissenschaft, Saarland University, Germany; Meinard Müller, International Audio Laboratories Erlangen, Germany; Rainer Kleinertz, Institut fur Musikwissenschaft, Saarland University, Germany","Domain knowledge,Computational music theory and musicology"
82,Albin Correya;Dmitry Bogdanov;Luis Joglar-Ongay;Xavier Serra,Essentia.js: a JavaScript Library for Music and Audio Analysis on the Web,2020,https://program.ismir2020.net/poster_4-18.html,"Albin Correya, Music Technology Group, Universitat Pompeu Fabra, Spain; Dmitry Bogdanov, Music Technology Group, Universitat Pompeu Fabra, Spain; Luis Joglar-Ongay, SonoSuite, Barcelona, Spain; Xavier Serra, Music Technology Group, Universitat Pompeu Fabra, Spain","MIR fundamentals and methodology,Music signal processing,Applications,Digital libraries and archives,Music composition, performance, and production,Music recommendation and playlist generation,Music retrieval systems,Music training and education"
83,Arianne N. van Nieuwenhuijsen;John Ashley Burgoyne;Frans Wiering;Mick Sneekes,A Simple Method for User-driven Music Thumbnailing,2020,https://program.ismir2020.net/poster_2-08.html,"Arianne N. van Nieuwenhuijsen, Utrecht University, The Netherlands; John Ashley Burgoyne, University of Amsterdam, The Netherlands; Frans Wiering, Utrecht University, The Netherlands; Mick Sneekes, Utrecht University, The Netherlands","MIR tasks,Music summarization,Applications,Music retrieval systems,Human-centered MIR,User behavior analysis and mining, user modeling"
84,Sanga Chaki;Pranjal Doshi;Sourangshu Bhattacharya;Prof. Priyadarshi Patnaik,Explaining Perceived Emotion Predictions in Music: an Attentive Approach,2020,https://program.ismir2020.net/poster_1-18.html,"Sanga Chaki, Advanced Technology Development Centre, IIT Kharagpur, India; Pranjal Doshi, Department of Computer Science and Engineering, IIT Kharagpur, India; Sourangshu Bhattacharya, Department of Computer Science and Engineering, IIT Kharagpur, India; Prof. Priyadarshi Patnaik, Department of Humanities and Social Sciences, IIT Kharagpur, India","Musical features and properties,Musical affect, emotion, and mood,Applications,Music recommendation and playlist generation,Music retrieval systems,Domain knowledge,Machine learning/Artificial intelligence for music,MIR tasks,Automatic classification,Pattern matching and detection"
85,Chitralekha Gupta;Lin Huang;Haizhou Li,Automatic Rank-ordering of Singing Vocals with Twin-neural Network,2020,https://program.ismir2020.net/poster_3-12.html,"Chitralekha Gupta, Department of Electrical and Computer Engineering, National University of Singapore, Singapore; Lin Huang, Department of Electrical and Computer Engineering, National University of Singapore, Singapore; Haizhou Li, Machine Listening Lab, University of Bremen, Germany","Domain knowledge,Machine learning/Artificial intelligence for music,Applications,Music training and education,Evaluation, datasets, and reproducibility,Evaluation methodology,MIR fundamentals and methodology,Music signal processing,MIR tasks,Similarity metrics,Musical features and properties,Timbre, instrumentation, and voice"
86,Javier Nistal;Stefan Lattner;Gaël Richard,Drumgan: Synthesis of Drum Sounds with Timbral Feature Conditioning Using Generative Adversarial Networks,2020,https://program.ismir2020.net/poster_4-16.html,"Javier Nistal, Sony CSL, Paris, France; Stefan Lattner, Sony CSL, Paris, France; Gaël Richard, LTCI, Telecom Paris, France","MIR tasks,Music synthesis and transformation,Domain knowledge,Machine learning/Artificial intelligence for music,Human-centered MIR,Human-computer interaction and interfaces"
87,Francisco J. Castellanos;Jorge Calvo-Zaragoza;Jose M. Inesta,A Neural Approach for Full-page Optical Music Recognition of Mensural Documents,2020,https://program.ismir2020.net/poster_4-12.html,"Francisco J. Castellanos, Department of Software and COmputing Systems, University of Alicante, Spain; Jorge Calvo-Zaragoza, Department of Software and COmputing Systems, University of Alicante, Spain; Jose M. Inesta, Department of Software and COmputing Systems, University of Alicante, Spain","MIR tasks,Optical Music Recognition (OMR),Applications,Music retrieval systems"
88,Yu Wang;Justin Salamon;Mark Cartwright;Nicholas J. Bryan;Juan P Bello,Few-shot Drum Transcription in Polyphonic Music,2020,https://program.ismir2020.net/poster_1-14.html,"Yu Wang, Music and Audio Research Lab, New York University, USA; Justin Salamon, Adobe Research, San Francisco, USA; Mark Cartwright, Music and Audio Research Lab, New York University, USA; Nicholas J. Bryan, Adobe Research, San Francisco, USA; Juan P Bello, Music and Audio Research Lab, New York University, USA","MIR tasks,Music transcription and annotation,Domain knowledge,Machine learning/Artificial intelligence for music"
89,Martin Rohrmeier,Towards a Formalization of Musical Rhythm,2020,https://program.ismir2020.net/poster_4-20.html,"Martin Rohrmeier, Digial and Cognitive Musicology Lab, École Polytechnique Féférale de Lausanne, Switzerland","Musical features and properties,Rhythm, beat, tempo,MIR fundamentals and methodology,Symbolic music processing,Philosophical and ethical discussions,Philosophical and methodological foundations"
90,Antonio Ramires;Frederic Font;Dmitry Bogdanov;Jordan B. L. Smith;Yi-Hsuan Yang;Joann Ching;Bo-Yu Chen;Yueh-Kao Wu;Hsu Wei-Han;Xavier Serra,The Freesound Loop Dataset and Annotation Tool,2020,https://program.ismir2020.net/poster_2-16.html,"Antonio Ramires, Music Technology Group, Universitat Pompeu Fabra, Spain; Frederic Font, Music Technology Group, Universitat Pompeu Fabra, Spain; Dmitry Bogdanov, Music Technology Group, Universitat Pompeu Fabra, Spain; Jordan B. L. Smith, TikTok, London, UK; Yi-Hsuan Yang, Research Center for IT Innovation, Academia Sinica, Taiwan; Joann Ching, Research Center for IT Innovation, Academia Sinica, Taiwan; Bo-Yu Chen, Research Center for IT Innovation, Academia Sinica, Taiwan; Yueh-Kao Wu, Research Center for IT Innovation, Academia Sinica, Taiwan; Hsu Wei-Han, Research Center for IT Innovation, Academia Sinica, Taiwan; Xavier Serra, Music Technology Group, Universitat Pompeu Fabra, Spain","Evaluation, datasets, and reproducibility,Novel datasets and use cases,Applications,Music composition, performance, and production,Annotation protocols,Reproducibility"
91,Matthew Davies;Magdalena Fuentes;João Fonseca;Luis Aly;Marco Jerónimo;Filippo Bonini Baraldi,Moving in Time: Computational Analysis of Microtiming in Maracatu De Baque Solto,2020,https://program.ismir2020.net/poster_6-04.html,"Matthew Davies, University of Coimbra, CISUC, Portugal; Magdalena Fuentes, CUSP, MARL, New York University, USA; João Fonseca, University of Porto, Faculty of Engineering, Portugal; Luis Aly, INESC TEC, Portugal; Marco Jerónimo, University of Porto, Faculty of Engineering, Portugal; Filippo Bonini Baraldi, Ethnomusicology Institute (INET-md), MCSH, Universidade Nove de Lisboa, Portugal","Musical features and properties,Expression and performative aspects of music,Applications,Music and health, well-being, and therapy,Rhythm, beat, tempo"
92,Ziyu Wang;Yiyi Zhang;Yixiao Zhang;Junyan Jiang;Ruihan Yang;Gus Xia;Junbo Zhao,PIANOTREE VAE: Structured Representation Learning for Polyphonic Music,2020,https://program.ismir2020.net/poster_3-06.html,"Ziyu Wang, Music X Lab, Computer Science Department, NYU Shanghai; Yiyi Zhang, Center for Data Science, New York University; Yixiao Zhang, Music X Lab, Computer Science Department, NYU Shanghai; Junyan Jiang, Music X Lab, Computer Science Department, NYU Shanghai; Ruihan Yang, Music X Lab, Computer Science Department, NYU Shanghai; Gus Xia, Computer Science Department, Zhejiang University; Junbo Zhao, Music X Lab, Computer Science Department, NYU Shanghai","Applications,Music composition, performance, and production,Domain knowledge,Machine learning/Artificial intelligence for music,Representations of music,MIR fundamentals and methodology,Symbolic music processing"
93,Christoph Finkensiep;Ken Déguernel;Markus Neuwirth;Martin Rohrmeier,Voice-leading Schema Recognition Using Rhythm and Pitch Features,2020,https://program.ismir2020.net/poster_4-07.html,"Christoph Finkensiep, École Polytechnique Fédérale de Lausanne, Switzerland; Ken Déguernel, École Polytechnique Fédérale de Lausanne, Switzerland; Markus Neuwirth, Anton Bruckner University Linz; Martin Rohrmeier, École Polytechnique Fédérale de Lausanne, Switzerland","MIR tasks,Pattern matching and detection,Domain knowledge,Computational music theory and musicology,MIR fundamentals and methodology,Symbolic music processing,Musical features and properties,Harmony, chords, and tonality,Melody and motives,Rhythm, beat, tempo"
94,Peter Van Kranenburg,Rule Mining for Local Boundary Detection in Melodies,2020,https://program.ismir2020.net/poster_2-14.html,"Peter Van Kranenburg, Meertens Instituut, Utrecht University, The Netherlands","Musical features and properties,Structure, segmentation, and form,Domain knowledge,Computational music theory and musicology,Machine learning/Artificial intelligence for music,Evaluation, datasets, and reproducibility,MIR tasks,MIR fundamentals and methodology,Symbolic music processing,Melody and motives"
95,Jin Ha Lee;Anh Thu Nguyen,How Music Fans Shape Commercial Music Services:  a Case Study of BTS and ARMY,2020,https://program.ismir2020.net/poster_6-09.html,"Jin Ha Lee, University of Washington, USA; Anh Thu Nguyen, University of Washington, USA","Human-centered MIR,Human-computer interaction and interfaces"
96,Phillip B Kirlin,A Corpus-based Analysis of Syncopated Patterns in Ragtime,2020,https://program.ismir2020.net/poster_5-03.html,"Phillip B Kirlin, Department of Mathematics and Computer Science, Rhodes College","MIR tasks,Pattern matching and detection,Applications,Music retrieval systems,Automatic classification,Indexing and querying,Music summarization,Similarity metrics"
97,Bo-Yu Chen;Jordan B. L. Smith;Yi-Hsuan Yang,Neural Loop Combiner: Neural Network Models for Assessing the Compatibility of Loops,2020,https://program.ismir2020.net/poster_3-13.html,"Bo-Yu Chen, Academia Sinica, Taiwan; Jordan B. L. Smith, TikTok, London, UK; Yi-Hsuan Yang, Academia Sinica, Taiwan","Applications,Music composition, performance, and production,Domain knowledge,Machine learning/Artificial intelligence for music,Human-centered MIR,User-centered evaluation"
98,Cynthia C. S. Liem;Chris Mostert,Can't Trust the Feeling? How Open Data Reveals Unexpected Behavior of High-level Music Descriptors,2020,https://program.ismir2020.net/poster_2-10.html,"Cynthia C. S. Liem, Delft University of Technology, Delft, The Netherlands; Chris Mostert, Delft University of Technology, Delft, The Netherlands","Evaluation, datasets, and reproducibility,Reproducibility,Domain knowledge,Machine learning/Artificial intelligence for music,Evaluation methodology,Musical features and properties,Musical affect, emotion, and mood,Musical style and genre,Philosophical and ethical discussions,Philosophical and methodological foundations"
99,Ziyu Wang;Dingsu Wang;Yixiao Zhang;Gus Xia,Learning Interpretable Representation for Controllable Polyphonic Music Generation,2020,https://program.ismir2020.net/poster_5-05.html,"Ziyu Wang, Music X Lab, Computer Science Department, NYU Shanghai; Dingsu Wang, Music X Lab, Computer Science Department, NYU Shanghai; Yixiao Zhang, Music X Lab, Computer Science Department, NYU Shanghai; Gus Xia, Music X Lab, Computer Science Department, NYU Shanghai","Applications,Music composition, performance, and production,Domain knowledge,Machine learning/Artificial intelligence for music,Representations of music,MIR fundamentals and methodology,Symbolic music processing"
100,Kento Watanabe;Masataka Goto,A Chorus-section Detection Method for Lyrics Text,2020,https://program.ismir2020.net/poster_3-04.html,"Kento Watanabe, National Institute of Advanced Industrial Science and Technology (AIST), Japan; Masataka Goto, National Institute of Advanced Industrial Science and Technology (AIST), Japan","MIR fundamentals and methodology,Lyrics and other textual data, web mining, and natural language ,Musical features and properties,Structure, segmentation, and form"
