conference_index,Authors,Title,Year,Link,Authors with Affiliations,Abstract,first_country,first_aff_cat,first_aff_cat_UN,title_tsne_2d,abstract_tsne_2d,title_tsne_3d,abstract_tsne_3d,title_umap_2d,abstract_umap_2d,title_umap_3d,abstract_umap_3d
40,H. G. Ranjani;T. V. Sreenivas,Hierarchical Classification of Carnatic Music Forms.,2013,https://doi.org/10.5281/zenodo.1415182,Ranjani H. G.+Indian Institute of Science>IND>education|Indian Institute of Science>IND>education;T. V. Sreenivas+Indian Institute of Science>IND>education|Indian Institute of Science>IND>education,"We address the problem of classifying a given piece of Carnatic art music into one of its several forms recognized pedagogically. We propose a hierarchical approach for classification of these forms as different combinations of rhythm, percussion and repetitive syllabic structures. The proposed 3-level hierarchy is based on various signal processing measures and classifiers. Features derived from short term energy contours, along with formant information are used to obtain discriminative features. The statistics of the features are used to design simple classifiers at each level of the hierarchy. The method is validated on a subset of IIT-M Carnatic concert music database, comprising of more than 20 hours of music. Using 10 s audio clips, we get an average f-ratio performance of 0.62 for the classification of the following six types of Carnatic art music: /AlApana/, /viruttam/, /thillAna/, /krithi/, /thani-Avarthanam/ and /thAnam/.",IND,education,Developing economies,"[-7.1803484, -23.73975]","[16.47181, -12.931601]","[8.565695, 10.150791, -3.9438004]","[6.099607, 9.321285, -4.4482718]","[12.516148, 9.732756]","[9.90754, 1.2020142]","[15.308267, 9.193262, 1.6281164]","[11.271053, 7.569379, 10.275512]"
34,Thomas Wilmering;György Fazekas;Mark B. Sandler,The Audio Effects Ontology.,2013,https://doi.org/10.5281/zenodo.1415004,Thomas Wilmering+Queen Mary University of London>GBR>education;György Fazekas+Queen Mary University of London>GBR>education;Mark B. Sandler+Queen Mary University of London>GBR>education,"In this paper we present the Audio Effects Ontology for the ontological representation of audio effects in music production workflows. Designed as an extension to the Studio Ontology, its aim is to provide a framework for the detailed description and sharing of information about audio effects, their implementations, and how they are applied in real-world production scenarios. The ontology enables capturing and structuring data about the use of audio effects and thus facilitates reproducibility of audio effect application, as well as the detailed analysis of music production practices. Furthermore, the ontology may inform the creation of metadata standards for adaptive audio effects that map high-level semantic descriptors to control parameter values. The ontology is using Semantic Web technologies that enable knowledge representation and sharing, and is based on modular ontology design methodologies. It is evaluated by examining how it fulfills requirements in a number of production and retrieval use cases.",GBR,education,Developed economies,"[-19.271769, 36.896927]","[17.110107, 34.034214]","[-24.047411, 4.907121, 10.584065]","[-3.2013676, 1.5360957, 25.667828]","[14.789468, 7.5428486]","[11.50635, -2.3544085]","[17.552574, 10.361881, -0.6600432]","[12.886712, 5.6203065, 11.01087]"
0,Abhishek Singhi;Daniel G. Brown 0001,"On Cultural, Textual and Experiential Aspects of Music Mood.",2014,https://doi.org/10.5281/zenodo.1417391,Abhishek Singhi+University of Waterloo>CAN>education;Daniel G. Brown+University of Waterloo>CAN>education,"We study the impact of the presence of lyrics on music mood perception for both Canadian and Chinese listeners by conducting a user study of Canadians not of Chinese origin, Chinese-Canadians, and Chinese people who have lived in Canada for fewer than three years. While our original hypotheses were largely connected to cultural components of mood perception, we also analyzed how stable mood assignments were when listeners could read the lyrics of recent popular English songs they were hearing versus when they only heard the songs. We also showed the lyrics of some songs to participants without playing the recorded music. We conclude that people assign different moods to the same song in these three scenarios. People tend to assign a song to the mood cluster that includes “melancholy” more often when they read the lyrics without listening to it, and having access to the lyrics does not help reduce the difference in music mood perception between Canadian and Chinese listeners significantly. Our results cause us to question the idea that songs have “inherent mood”. Rather, we suggest that the mood depends on both cultural and experiential context.",CAN,education,Developed economies,"[-48.75077, 34.21222]","[56.489746, 26.229347]","[-9.271779, 25.483053, -8.387849]","[16.06317, 18.598406, 13.113943]","[16.194273, 10.158989]","[14.170549, 1.2575805]","[17.669395, 11.692067, 1.9054574]","[14.7826185, 5.5529523, 10.058653]"
46,Chun-Ta Chen;Jyh-Shing Roger Jang;Chun-Hung Lu,Improving Query by Tapping via Tempo Alignment.,2014,https://doi.org/10.5281/zenodo.1416910,Chun-Ta Chen+National Tsing Hua University>TWN>education;Jyh-Shing Roger Jang+National Taiwan University>TWN>education;Chun-Hung Lu+Institute for Information Industry>TWN>company,"Query by tapping (QBT) is a content retrieval method that can retrieve a song by taking the user’s tapping or clapping at the note onsets of the intended song in the database for comparison. This paper proposes a new query-by-tapping algorithm that aligns the IOI (inter-onset interval) vector of the query sequence with songs in the dataset by building an IOI ratio matrix, and then applies a dynamic programming (DP) method to compute the optimum path with minimum cost. Experiments on different datasets indicate that our algorithm outperforms other previous approaches in accuracy (top-10 and MRR), with a speedup factor of 3 in computation. With the advent of personal handheld devices, QBT provides an interesting and innovative way for music retrieval by shaking or tapping the devices, which is also discussed in the paper.",TWN,education,Developing economies,"[20.423271, -54.254707]","[10.70933, 8.94561]","[17.011524, 1.9847941, 27.812784]","[7.180065, -2.5593977, 2.6781201]","[11.037038, 4.3586507]","[9.529204, -1.4932454]","[14.076296, 7.474583, -1.5046388]","[11.332652, 6.51415, 12.954908]"
77,Katayoun Farrahi;Markus Schedl;Andreu Vall;David Hauger;Marko Tkalcic,Impact of Listening Behavior on Music Recommendation.,2014,https://doi.org/10.5281/zenodo.1417505,"Katayoun Farrahi+Goldsmiths, University of London>GBR>education;Markus Schedl+Johannes Kepler University>AUT>education;Andreu Vall+Johannes Kepler University>AUT>education;David Hauger+Johannes Kepler University>AUT>education;Marko Tkalčič+Johannes Kepler University>AUT>education","The next generation of music recommendation systems will be increasingly intelligent and likely take into account user behavior for more personalized recommendations. In this work we consider user behavior when making recommendations with features extracted from a user’s history of listening events. We investigate the impact of listener’s behavior by considering features such as play counts, “mainstreaminess”, and diversity in music taste on the performance of various music recommendation approaches. The underlying dataset has been collected by crawling social media (specifically Twitter) for listening events. Each user’s listening behavior is characterized into a three dimensional feature space consisting of play count, “mainstreaminess” (i.e. the degree to which the observed user listens to currently popular artists), and diversity (i.e. the diversity of genres the observed user listens to). Drawing subsets of the 28,000 users in our dataset, according to these three dimensions, we evaluate whether these dimensions influence figures of merit of various music recommendation approaches, in particular, collaborative filtering (CF) and CF enhanced by cultural information such as users located in the same city or country.",GBR,education,Developed economies,"[-40.823555, 20.974417]","[37.52236, 15.868198]","[-17.650244, 17.765255, -9.28633]","[18.62255, 8.177073, 16.672768]","[16.115786, 7.25765]","[13.353489, -0.22756788]","[18.404913, 9.500665, 0.25433406]","[14.362189, 5.7106657, 11.578695]"
76,Po-Sen Huang;Minje Kim;Mark Hasegawa-Johnson;Paris Smaragdis,Singing-Voice Separation from Monaural Recordings using Deep Recurrent Neural Networks.,2014,https://doi.org/10.5281/zenodo.1415678,Po-Sen Huang+University of Illinois at Urbana-Champaign>USA>education;Minje Kim+University of Illinois at Urbana-Champaign>USA>education;Mark Hasegawa-Johnson+University of Illinois at Urbana-Champaign>USA>education;Paris Smaragdis+University of Illinois at Urbana-Champaign>USA>education|Adobe Research>USA>company,"Monaural source separation is important for many real world applications. It is challenging since only single channel information is available. In this paper, we explore using deep recurrent neural networks for singing voice separation from monaural recordings in a supervised setting. Deep recurrent neural networks with different temporal connections are explored. We propose jointly optimizing the networks for multiple source signals by including the separation step as a nonlinear operation in the last layer. Different discriminative training objectives are further explored to enhance the source to interference ratio. Our proposed system achieves the state-of-the-art performance, 2.30∼2.48 dB GNSDR gain and 4.32∼5.42 dB GSIR gain compared to previous models, on the MIR-1K dataset.",USA,education,Developed economies,"[52.14766, -4.1582465]","[-35.03229, -34.94709]","[29.472567, 5.130727, -1.2223114]","[-9.187698, -1.8536047, -27.73611]","[10.186207, 10.618835]","[7.9550357, 3.9183753]","[13.676611, 11.707559, 1.129057]","[9.919145, 8.149132, 8.346371]"
75,Abhishek Singhi;Daniel G. Brown 0001,Are Poetry and Lyrics All That Different?,2014,https://doi.org/10.5281/zenodo.1417004,Mohamed Morchid+LIA - University of Avignon>FRA>education;Richard Dufour+LIA - University of Avignon>FRA>education;Georges Linares+LIA - University of Avignon>FRA>education,"Most of modern advertisements contain a song to illustrate the commercial message. The success of a product, and its economic impact, can be directly linked to this choice. Finding the most appropriate song is usually made manually. Nonetheless, a single person is not able to listen and choose the best music among millions. The need for an automatic system for this particular task becomes increasingly critical. This paper describes the LIA music recommendation system for advertisements using both textual and acoustic features. This system aims at providing a song to a given commercial video and was evaluated in the context of the MediaEval 2013 Soundtrack task [14]. The goal of this task is to predict the most suitable soundtrack from a list of candidate songs, given a TV commercial. The organizers provide a development dataset including multimedia features. The initial assumption of the proposed system is that commercials which sell the same type of product, should also share the same music rhythm. A two-fold system is proposed: find commercials with close subjects in order to determine the mean rhythm of this subset, and then extract, from the candidate songs, the music which better corresponds to this mean rhythm.",FRA,education,Developed economies,"[-28.35104, -20.36955]","[39.6927, 14.250217]","[-1.725984, 20.82509, -8.135011]","[18.582256, 0.48970696, 18.867725]","[13.270575, 10.724542]","[12.82518, -0.32622093]","[16.337252, 11.664936, 1.7095329]","[14.08289, 6.141695, 12.03659]"
74,Mohamed Morchid;Richard Dufour;Georges Linarès,A Combined Thematic and Acoustic Approach for a Music Recommendation Service in TV Commercials.,2014,https://doi.org/10.5281/zenodo.1415098,Abhishek Singhi+University of Waterloo>CAN>education;Daniel G. Brown+University of Waterloo>CAN>education,"We hypothesize that different genres of writing use different adjectives for the same concept. We test our hypothesis on lyrics, articles and poetry. We use the English Wikipedia and over 13,000 news articles from four leading newspapers for the article data set. Our lyrics data set consists of lyrics of more than 10,000 songs by 56 popular English singers, and our poetry dataset is made up of more than 20,000 poems from 60 famous poets. We find the probability distribution of synonymous adjectives in all the three different categories and use it to predict if a document is an article, lyrics or poetry given its set of adjectives. We achieve an accuracy level of 67% for lyrics, 80% for articles and 57% for poetry. Using these probability distribution we show that adjectives more likely to be used in lyrics are more rhymable than those more likely to be used in poetry, but they do not differ significantly in their semantic orientations. Furthermore we show that our algorithm is successfully able to detect poetic lyricists like Bob Dylan from non-poetic ones like Bryan Adams, as their lyrics are more often misclassified as poetry.",CAN,education,Developed economies,"[-44.028088, 20.311275]","[38.33221, -14.531186]","[-21.78878, 23.282825, -9.253176]","[26.164259, -5.587975, 10.941202]","[16.655294, 7.3205614]","[11.241013, 0.72705334]","[18.915882, 9.503296, 0.41492647]","[12.842802, 6.955127, 10.72071]"
73,Sally Jo Cunningham;David M. Nichols;David Bainbridge 0001;Hassan Ali,Social Music in Cars.,2014,https://doi.org/10.5281/zenodo.1415676,Sally Jo Cunningham+University of Waikato>NZL>education;David M. Nichols+University of Waikato>NZL>education;David Bainbridge+University of Waikato>NZL>education;Hasan Ali+University of Waikato>NZL>education,"This paper builds an understanding of how music is currently experienced by a social group travelling together in a car—how songs are chosen for playing, how music both reflects and influences the group’s mood and social interaction, who supplies the music, the hardware/software that supports song selection and presentation. This fine-grained context emerges from a qualitative analysis of a rich set of ethnographic data (participant observations and interviews) focusing primarily on the experience of in-car music on moderate length and long trips. We suggest features and functionality for music software to enhance the social experience when travelling in cars, and prototype and test a user interface based on design suggestions drawn from the data.",NZL,education,Developed economies,"[-37.996452, 27.60704]","[38.401436, 32.733418]","[-18.070091, 17.72657, -15.236753]","[11.52308, 17.58897, 20.799898]","[15.942508, 7.2910094]","[13.62829, -1.1079154]","[18.189379, 9.581686, 0.18567032]","[14.196934, 4.7963805, 11.144259]"
72,Audrey Laplante,Improving Music Recommender Systems: What Can We Learn from Research on Music Tastes?,2014,https://doi.org/10.5281/zenodo.1417797,Audrey Laplante+Université de Montréal>CAN>education,"The success of a music recommender system depends on its ability to predict how much a particular user will like or dislike each item in its catalogue. However, such predictions are difficult to make accurately due to the complex nature of music tastes. In this paper, we review the literature on music tastes from social psychology and sociology of music to identify the correlates of music tastes and to understand how music tastes are formed and evolve through time. Research shows associations between music preferences and a wide variety of sociodemographic and individual characteristics, including personality traits, values, ethnicity, gender, social class, and political orientation. It also reveals the importance of social influences on music tastes, more specifically from family and peers, as well as the central role of music tastes in the construction of personal and social identities. Suggestions for the design of music recommender systems are made based on this literature review.",CAN,education,Developed economies,"[-42.851135, 17.734709]","[40.433105, 29.225817]","[-21.884743, 19.779865, -6.06847]","[16.318176, 13.800765, 20.620586]","[16.546658, 7.2649574]","[13.610501, -0.8659578]","[18.853876, 9.607248, 0.28958553]","[14.303967, 5.0104194, 11.3227005]"
71,Zhe Xing;Xinxi Wang;Ye Wang,Enhancing Collaborative Filtering Music Recommendation by Balancing Exploration and Exploitation.,2014,https://doi.org/10.5281/zenodo.1416776,Zhe Xing+National University of Singapore>SGP>education;Xinxi Wang+National University of Singapore>SGP>education;Ye Wang+National University of Singapore>SGP>education,"Collaborative filtering (CF) techniques have shown great success in music recommendation applications. However, traditional collaborative-filtering music recommendation algorithms work in a greedy way, invariably recommending songs with the highest predicted user ratings. Such a purely exploitative strategy may result in suboptimal performance over the long term. Using a novel reinforcement learning approach, we introduce exploration into CF and try to balance between exploration and exploitation. In order to learn users’ musical tastes, we use a Bayesian graphical model that takes account of both CF latent factors and recommendation novelty. Moreover, we designed a Bayesian inference algorithm to efficiently estimate the posterior rating distributions. In music recommendation, this is the first attempt to remedy the greedy nature of CF approaches. Results from both simulation experiments and user study show that our proposed approach significantly improves recommendation performance.",SGP,education,Developing economies,"[-44.455833, 16.842182]","[37.990894, 13.566449]","[-23.231737, 22.793207, -4.4765434]","[20.316923, 4.968269, 16.985252]","[16.652493, 7.3047953]","[13.20652, -0.14988998]","[18.86592, 9.625614, 0.35674974]","[14.465505, 6.039174, 11.873707]"
70,Joshua L. Moore;Thorsten Joachims;Douglas Turnbull,Taste Space Versus the World: an Embedding Analysis of Listening Habits and Geography.,2014,https://doi.org/10.5281/zenodo.1415178,Joshua L. Moore+Cornell University>USA>education;Thorsten Joachims+Cornell University>USA>education;Douglas Turnbull+Ithaca College>USA>education,"Probabilistic embedding methods provide a principled way of deriving new spatial representations of discrete objects from human interaction data. The resulting assignment of objects to positions in a continuous, low-dimensional space not only provides a compact and accurate predictive model, but also a compact and flexible representation for understanding the data. In this paper, we demonstrate how probabilistic embedding methods reveal the “taste space” in the recently released Million Musical Tweets Dataset (MMTD), and how it transcends geographic space. In particular, by embedding cities around the world along with preferred artists, we are able to distill information about cultural and geographical differences in listening patterns into spatial representations. These representations yield a similarity metric among city pairs, artist pairs, and city-artist pairs, which can then be used to draw conclusions about the similarities and contrasts between taste space and geographic location.",USA,education,Developed economies,"[-38.98595, 22.270645]","[35.354694, 4.732263]","[-14.991689, 23.597006, -11.468469]","[23.28807, 0.7504699, 11.210702]","[15.886136, 7.224748]","[12.652312, 0.42775166]","[18.072742, 9.387483, 0.2233283]","[14.044142, 6.5171866, 11.408721]"
69,Ajay Srinivasamurthy;Rafael Caro Repetto;Sundar Harshavardhan;Xavier Serra,Transcription and Recognition of Syllable based Percussion Patterns: The Case of Beijing Opera.,2014,https://doi.org/10.5281/zenodo.1417267,"Ajay Srinivasamurthy+Music Technology Group, Universitat Pompeu Fabra>ESP>education;Rafael Caro Repetto+Music Technology Group, Universitat Pompeu Fabra>ESP>education;Harshavardhan Sundar+Indian Institute of Science>IND>education;Xavier Serra+Music Technology Group, Universitat Pompeu Fabra>ESP>education","In many cultures of the world, traditional percussion music uses mnemonic syllables that are representative of the timbres of instruments. These syllables are orally transmitted and often provide a language for percussion in those music cultures. Percussion patterns in these cultures thus have a well defined representation in the form of these syllables, which can be utilized in several computational percussion pattern analysis tasks. We explore a connected word speech recognition based framework that can effectively utilize the syllabic representation for automatic transcription and recognition of audio percussion patterns. In particular, we consider the case of Beijing opera and present a syllable level hidden markov model (HMM) based system for transcription and classification of percussion patterns. The encouraging classification results on a representative dataset of Beijing opera percussion patterns supports our approach and provides further insights on the utility of these syllables for computational description of percussion patterns.",ESP,education,Developed economies,"[-7.0407114, -29.760996]","[-4.7670307, -16.203556]","[15.879883, 14.502974, -9.054952]","[2.11501, -9.376801, -5.4308453]","[11.879058, 10.077744]","[9.0393, 1.3973888]","[14.91552, 10.440571, 1.6085296]","[9.809525, 7.629358, 10.241077]"
68,Andre Holzapfel;Florian Krebs;Ajay Srinivasamurthy,"Tracking the ""Odd"": Meter Inference in a Culturally Diverse Music Corpus.",2014,https://doi.org/10.5281/zenodo.1415000,Andre Holzapfel+New York University Abu Dhabi>ARE>education;Florian Krebs+Johannes Kepler University>AUT>education;Ajay Srinivasamurthy+Universitat Pompeu Fabra>ESP>education,"In this paper, we approach the tasks of beat tracking, downbeat recognition and rhythmic style classification in non-Western music. Our approach is based on a Bayesian model, which infers tempo, downbeats and rhythmic style, from an audio signal. The model can be automatically adapted to rhythmic styles and time signatures. For evaluation, we compiled and annotated a music corpus consisting of eight rhythmic styles from three cultures, containing a variety of meter types. We demonstrate that by adapting the model to specific styles, we can track beats and downbeats in odd meter types like 9/8 or 7/8 with an accuracy significantly improved over the state of the art. Even if the rhythmic style is not known in advance, a unified model is able to recognize the meter and track the beat with comparable results, providing a novel method for inferring the metrical structure in culturally diverse datasets.",ARE,education,Developing economies,"[5.236152, 23.116163]","[-21.047579, -9.019555]","[-12.002702, 4.717399, 15.476134]","[-11.110987, -6.572313, -4.8086424]","[12.580435, 6.3149476]","[6.3907485, -0.35774732]","[15.932207, 9.165883, -0.25861424]","[8.605827, 7.1779823, 10.951907]"
78,Bogdan Vera;Elaine Chew,Towards Seamless Network Music Performance: Predicting an Ensemble's Expressive Decisions for Distributed Performance.,2014,https://doi.org/10.5281/zenodo.1416186,Bogdan Vera+Queen Mary University of London>GBR>education;Elaine Chew+Queen Mary University of London>GBR>education,"Internet performance faces the challenge of network latency. One proposed solution is music prediction, wherein musical events are predicted in advance and transmitted to distributed musicians ahead of the network delay. We present a context-aware music prediction system focusing on expressive timing: a Bayesian network that incorporates stylistic model selection and linear conditional gaussian distributions on variables representing proportional tempo change. The system can be trained using rehearsals of distributed or co-located ensembles. We evaluate the model by comparing its prediction accuracy to two others: one employing only linear conditional dependencies between expressive timing nodes but no stylistic clustering, and one using only independent distributions for timing changes. The three models are tested on performances of a custom-composed piece that is played ten times, each in one of two styles. The results are promising, with the proposed system outperforming the other two. In predictable parts of the performance, the system with conditional dependencies and stylistic clustering achieves errors of 15ms; in more difficult sections, the errors rise to 100ms; and, in unpredictable sections, the error is too great for seamless timing emulation. Finally, we discuss avenues for further research and propose the use of predictive timing cues using our system.",GBR,education,Developed economies,"[8.655906, 19.41573]","[-14.533426, -4.685263]","[-12.2138815, 6.656198, 5.6974645]","[-15.353132, -5.7419143, -1.6844416]","[12.99069, 6.5328703]","[6.5771723, -0.7964201]","[16.301546, 9.248078, -0.53388494]","[8.497238, 6.8898096, 11.086197]"
67,Karen Ullrich;Jan Schlüter;Thomas Grill,Boundary Detection in Music Structure Analysis using Convolutional Neural Networks.,2014,https://doi.org/10.5281/zenodo.1415886,Karen Ullrich+Austrian Research Institute for Artificial Intelligence>AUT>facility;Jan Schlüter+Austrian Research Institute for Artificial Intelligence>AUT>facility;Thomas Grill+Austrian Research Institute for Artificial Intelligence>AUT>facility,"The recognition of boundaries, e.g., between chorus and verse, is an important task in music structure analysis. The goal is to automatically detect such boundaries in audio signals so that the results are close to human annotation. In this work, we apply Convolutional Neural Networks to the task, trained directly on mel-scaled magnitude spectrograms. On a representative subset of the SALAMI structural annotation dataset, our method outperforms current techniques in terms of boundary retrieval F-measure at different temporal tolerances: We advance the state-of-the-art from 0.33 to 0.46 for tolerances of ±0.5 seconds, and from 0.52 to 0.62 for tolerances of ±3 seconds. As the algorithm is trained on annotated audio data without the need of expert knowledge, we expect it to be easily adaptable to changed annotation guidelines and also to related tasks such as the detection of song transitions.",AUT,facility,Developed economies,"[-7.852495, -12.126112]","[-32.846283, -26.604534]","[-6.603861, -8.60558, -23.109432]","[-0.71475416, -1.0996389, -16.037699]","[12.467648, 8.210675]","[8.6880665, 1.9896206]","[14.932196, 10.838826, -1.2848672]","[10.420046, 7.10767, 9.14153]"
65,Brian McFee;Dan Ellis,Analyzing Song Structure with Spectral Clustering.,2014,https://doi.org/10.5281/zenodo.1415778,Brian McFee+Columbia University>USA>education;Daniel P.W. Ellis+Columbia University>USA>education,"Many approaches to analyzing the structure of a musical recording involve detecting sequential patterns within a self-similarity matrix derived from time-series features. Such patterns ideally capture repeated sequences, which then form the building blocks of large-scale structure. In this work, techniques from spectral graph theory are applied to analyze repeated patterns in musical recordings. The proposed method produces a low-dimensional encoding of repetition structure, and exposes the hierarchical relationships among structural components at differing levels of granularity. Finally, we demonstrate how to apply the proposed method to the task of music segmentation.",USA,education,Developed economies,"[-7.5481954, -4.953244]","[6.1911955, -21.312458]","[-3.028641, -2.1084702, 9.261043]","[11.08691, -14.403653, -1.2626302]","[12.71595, 8.159161]","[8.026351, 1.733604]","[15.376404, 10.150975, -1.0273057]","[11.184127, 8.532016, 10.797287]"
64,Shrey Dutta;Hema A. Murthy,Discovering Typical Motifs of a Raga from One-Liners of Songs in Carnatic Music.,2014,https://doi.org/10.5281/zenodo.1418157,Shrey Dutta+Indian Institute of Technology Madras>IND>education;Hema A. Murthy+Indian Institute of Technology Madras>IND>education,"Typical motifs of a raga can be found in the various songs that are composed in the same raga by different composers. The compositions in Carnatic music have a definite structure, the one commonly seen being pallavi, anupallavi and charanam. The tala is also fixed for every song. Taking lines corresponding to one or more cycles of the pallavi, anupallavi and charanam as one-liners, one-liners across different songs are compared using a dynamic programming based algorithm. The density of match between the one-liners and normalized cost along-with a new measure, which uses the stationary points in the pitch contour to reduce the false alarms, are used to determine and locate the matched pattern. The typical motifs of a raga are then filtered using compositions of various ragas. Motifs are considered typical if they are present in the compositions of the given raga and are not found in compositions of other ragas.",IND,education,Developing economies,"[-10.196313, -24.716492]","[6.4023223, -0.066452116]","[11.135973, 13.0277405, -1.7553896]","[-1.6728028, -10.487315, 6.9664173]","[12.5492115, 9.868502]","[8.747271, -0.7882319]","[15.458691, 9.040501, 1.7824473]","[10.567399, 7.2960577, 12.388202]"
63,Peter van Kranenburg;Folgert Karsdorp,Cadence Detection in Western Traditional Stanzaic Songs using Melodic and Textual Features.,2014,https://doi.org/10.5281/zenodo.1416172,Peter van Kranenburg+Meertens Institute>NLD>education;Folgert Karsdorp+Meertens Institute>NLD>education,"Many Western songs are hierarchically structured in stanzas and phrases. The melody of the song is repeated for each stanza, while the lyrics vary. Each stanza is subdivided into phrases. It is to be expected that melodic and textual formulas at the end of the phrases offer intrinsic clues of closure to a listener or singer. In the current paper we aim at a method to detect such cadences in symbolically encoded folk songs. We take a trigram approach in which we classify trigrams of notes and pitches as cadential or as non-cadential. We use pitch, contour, rhythmic, textual, and contextual features, and a group of features based on the conditions of closure as stated by Narmour. We employ a random forest classification algorithm. The precision of the classifier is considerably improved by taking the class labels of adjacent trigrams into account. An ablation study shows that none of the kinds of features is sufficient to account for good classification, while some of the groups perform moderately well on their own.",NLD,education,Developed economies,"[-3.8305447, -26.93449]","[-0.22320674, 0.034729246]","[16.66978, 21.819342, 9.866277]","[3.3782356, 5.4306817, -0.21039906]","[12.792019, 9.417704]","[9.307599, 0.84028935]","[15.708868, 9.794627, 1.1582924]","[10.925743, 7.671639, 11.51163]"
61,Jan Van Balen;Dimitrios Bountouridis;Frans Wiering;Remco C. Veltkamp,Cognition-inspired Descriptors for Scalable Cover Song Retrieval.,2014,https://doi.org/10.5281/zenodo.1417795,Jan Van Balen+Utrecht University>NLD>education;Dimitrios Bountouridis+Utrecht University>NLD>education;Frans Wiering+Utrecht University>NLD>education;Remco Veltkamp+Utrecht University>NLD>education,"Inspired by representations used in music cognition studies and computational musicology, we propose three simple and interpretable descriptors for use in mid- to high-level computational analysis of musical audio and applications in content-based retrieval. We also argue that the task of scalable cover song retrieval is very suitable for the development of descriptors that effectively capture musical structures at the song level. The performance of the proposed descriptions in a cover song problem is presented. We further demonstrate that, due to the musically-informed nature of the descriptors, an independently established model of stability and variation in covers songs can be integrated to improve performance.",NLD,education,Developed economies,"[-36.522114, -16.394932]","[18.238247, 4.56724]","[-14.09498, -10.805895, -14.986616]","[1.1329228, -7.5354643, 10.968704]","[13.88813, 11.763266]","[10.397281, -0.13893603]","[17.358387, 11.779971, -2.515386]","[12.023592, 6.9623137, 11.625583]"
60,Anna Aljanaki;Frans Wiering;Remco C. Veltkamp,Computational Modeling of Induced Emotion Using GEMS.,2014,https://doi.org/10.5281/zenodo.1415192,Anna Aljanaki+Utrecht University>NLD>education;Frans Wiering+Utrecht University>NLD>education;Remco C. Veltkamp+Utrecht University>NLD>education,"Most researchers in the automatic music emotion recognition field focus on the two-dimensional valence and arousal model. This model though does not account for the whole diversity of emotions expressible through music. Moreover, in many cases it might be important to model induced (felt) emotion, rather than perceived emotion. In this paper we explore a multidimensional emotional space, the Geneva Emotional Music Scales (GEMS), which addresses these two issues. We collected the data for our study using a game with a purpose. We exploit a comprehensive set of features from several state-of-the-art toolboxes and propose a new set of harmonically motivated features. The performance of these feature sets is compared. Additionally, we use expert human annotations to explore the dependency between musicologically meaningful characteristics of music and emotional categories of GEMS, demonstrating the need for algorithms that can better approximate human perception.",NLD,education,Developed economies,"[-56.399803, 35.09521]","[52.39046, 19.650291]","[-12.271172, 36.672386, -6.6124415]","[11.52286, 21.161705, 3.3643005]","[16.746655, 10.426213]","[13.903871, 1.9536124]","[17.940914, 12.065294, 2.39554]","[14.605055, 5.597274, 9.403884]"
59,Colin Raffel;Brian McFee;Eric J. Humphrey;Justin Salamon;Oriol Nieto;Dawen Liang;Daniel P. W. Ellis,MIR_EVAL: A Transparent Implementation of Common MIR Metrics.,2014,https://doi.org/10.5281/zenodo.1416528,"Colin Raffel+LabROSA, Columbia University>USA>education;Brian McFee+LabROSA, Columbia University>USA>education|Music and Audio Research Lab, New York University>USA>education;Eric J. Humphrey+Music and Audio Research Lab, New York University>USA>education;Justin Salamon+Music and Audio Research Lab, New York University>USA>education|Center for Urban Science and Progress, New York University>USA>education;Oriol Nieto+Music and Audio Research Lab, New York University>USA>education;Dawen Liang+LabROSA, Columbia University>USA>education;Daniel P. W. Ellis+LabROSA, Columbia University>USA>education","Central to the field of MIR research is the evaluation of algorithms used to extract information from music data. We present mir_eval, an open source software library which provides a transparent and easy-to-use implementation of the most common metrics used to measure the performance of MIR algorithms. In this paper, we enumerate the metrics implemented by mir_eval and quantitatively compare each to existing implementations. When the scores reported by mir_eval differ substantially from the reference, we detail the differences in implementation. We also provide a brief overview of mir_eval’s architecture, design, and intended use.",USA,education,Developed economies,"[-6.0000334, 53.481743]","[12.680142, 27.256369]","[-39.19064, 1.2087232, 1.2088952]","[1.9797356, 12.837229, 15.06065]","[13.417185, 3.7500865]","[11.916512, -1.295638]","[16.406475, 6.281571, -0.28956768]","[12.292423, 5.337613, 11.170144]"
58,Olivier Lartillot,In-depth Motivic Analysis based on Multiparametric Closed Pattern and Cyclic Sequence Mining.,2014,https://doi.org/10.5281/zenodo.1418345,Olivier Lartillot+Aalborg University>DNK>education,"The paper describes a computational system for exhaustive but compact description of repeated motivic patterns in symbolic representations of music. The approach follows a method based on closed heterogeneous pattern mining in multiparametrical space with control of pattern cyclicity. This paper presents a much simpler description and justification of this general strategy, as well as significant simplifications of the model, in particular concerning the management of pattern cyclicity. A new method for automated bundling of patterns belonging to same motivic or thematic classes is also presented. The good performance of the method is shown through the analysis of a piece from the JKUPDD database. Ground-truth motives are detected, while additional relevant information completes the ground-truth musicological analysis. The system, implemented in Matlab, is made publicly available as part of MiningSuite, a new open-source framework for audio and music analysis.",DNK,education,Developed economies,"[20.21409, 20.050106]","[1.9500766, 11.742788]","[0.14518893, -9.681317, 0.039195888]","[-2.5158699, -14.407564, 10.895115]","[12.036297, 6.89832]","[9.49749, -0.49881333]","[14.970452, 8.650303, -0.30637625]","[11.310962, 7.261045, 12.051872]"
