,Authors,Titles,Year,Link,Authors with affiliations,Author Keywords
66,"Jan Hajič, jr.; Gustavo Ballen; Klára Mühlová; Hana Vlhová-Wörner ",Towards Building a Phylogeny of Gregorian Chant Melodies,2023,http://ismir2023program.ismir.net/poster_180.html,"Jan Hajič, jr., Charles University; Gustavo Ballen, dos Reis research group, School of Biological and Behavioural Sciences, Queen Mary University of London; Klára Mühlová, Institute of Musicology, Faculty of Arts, Masaryk University; Hana Vlhová-Wörner , Masaryk Institute and Archives, Czech Academy of Sciences",computational ethnomusicology; digital libraries and archives; digital musicology; computational music theory and musicology
67,Yiwei Ding; Alexander Lerch ,Audio Embeddings as Teachers for Music Classification,2023,http://ismir2023program.ismir.net/poster_182.html,"Yiwei Ding, Georgia Institute of Technology; Alexander Lerch , Georgia Institute of Technology",representations of music; automatic classification; representations of music; machine learning/artificial intelligence for music; Knowledge-driven approaches to MIR
68,Ilya Borovik; Vladimir Viro ,ScorePerformer: Expressive Piano Performance Rendering With Fine-Grained Control,2023,http://ismir2023program.ismir.net/poster_183.html,"Ilya Borovik, Skolkovo Institute of Science and Technology; Vladimir Viro , Peachnote","alignment, synchronization, and score following; symbolic music processing; machine learning/artificial intelligence for music; representations of music; expression and performative aspects of music"
69,Emmanouil Karystinaios; Gerhard Widmer ,Roman Numeral Analysis With Graph Neural Networks: Onset-Wise Predictions From Note-Wise Features,2023,http://ismir2023program.ismir.net/poster_89.html,"Emmanouil Karystinaios, Johannes Kepler University; Gerhard Widmer , Johannes Kepler University","symbolic music processing; computational music theory and musicology; harmony, chords and tonality"
70,Brian Regan; Desislava Hristova; Mariano Beguerisse-Díaz ,Semi-Automated Music Catalog Curation Using Audio and Metadata,2023,http://ismir2023program.ismir.net/poster_199.html,"Brian Regan, Spotify; Desislava Hristova, Spotify; Mariano Beguerisse-Díaz , Spotify","digital libraries and archives; multimodality; machine learning/artificial intelligence for music; user-centered evaluation; metadata, tags, linked data, and semantic web"
71,Ioannis Petros Samiotis; Alessandro  Bozzon; Christoph Lofi ,Crowd's Performance on Temporal Activity Detection of Musical Instruments in Polyphonic Music,2023,http://ismir2023program.ismir.net/poster_202.html,"Ioannis Petros Samiotis, Delft University of Technology; Alessandro  Bozzon, Delft University of Technology; Christoph Lofi , TU Delft","music transcription and annotation; sound source separation; human-computer interaction; timbre, instrumentation, and singing voice; Human-centered MIR; music interfaces and services"
72,Igor G. Pereira; Felipe Araujo; Filip Korzeniowski; Richard Vogl ,MoisesDB: A Dataset for Source Separation Beyond 4 Stems,2023,http://ismir2023program.ismir.net/poster_160.html,"Igor G. Pereira, Moises.AI; Felipe Araujo, Moises.AI; Filip Korzeniowski, Moises.AI; Richard Vogl , moises.ai","Evaluation, datasets, and reproducibility; novel datasets and use cases; sound source separation"
73,Zeng Ren; Wulfram Gerstner; Martin A Rohrmeier ,Music as Flow: A Formal Representation of Hierarchical Processes in Music,2023,http://ismir2023program.ismir.net/poster_206.html,"Zeng Ren, EPFL; Wulfram Gerstner, EPFL; Martin A Rohrmeier , Ecole Polytechnique Fédérale de Lausanne","representations of music; structure, segmentation, and form; computational music theory and musicology; Computational musicology; harmony, chords and tonality"
74,Silvan Peter ,Online Symbolic Music Alignment With Offline Reinforcement Learning,2023,http://ismir2023program.ismir.net/poster_208.html,"Silvan Peter , JKU","alignment, synchronization, and score following; symbolic music processing"
75,Oren Barkan; Shlomi Shvartzamn; Noy Uzrad; Moshe Laufer; Almog Elharar; Noam Koenigstein ,Inversynth II: Sound Matching via Self-Supervised Synthesizer-Proxy and Inference-Time Finetuning,2023,http://ismir2023program.ismir.net/poster_209.html,"Oren Barkan, Microsoft; Shlomi Shvartzamn, Tel Aviv University ; Noy Uzrad, Tel Aviv University ; Moshe Laufer, Tel Aviv University; Almog Elharar, Tel Aviv University; Noam Koenigstein , Tel Aviv University",music synthesis and transformation; music generation
76,Amantur Amatov; Dmitry Lamanov; Maksim Titov; Ivan Vovk; Ilya Makarov; Mikhail Kudinov ,A Semi-Supervised Deep Learning Approach to Dataset Collection for Query-by-Humming Task,2023,http://ismir2023program.ismir.net/poster_210.html,"Amantur Amatov, Higher School of Economics; Dmitry Lamanov, Huawei Noah's Ark Lab; Maksim Titov, Huawei Noah's Ark Lab; Ivan Vovk, Huawei Noah's Ark Lab; Ilya Makarov, AI Center, NUST MISiS; Mikhail Kudinov , Huawei Noah's Ark Lab",novel datasets and use cases; indexing and querying; music retrieval systems; fingerprinting
77,Keren Shao; Ke Chen; Taylor Berg-Kirkpatrick; Shlomo Dubnov ,Towards Improving Harmonic Sensitivity and Prediction Stability for Singing Melody Extraction,2023,http://ismir2023program.ismir.net/poster_212.html,"Keren Shao, UCSD; Ke Chen, University of California San Diego; Taylor Berg-Kirkpatrick, UCSD; Shlomo Dubnov , UC San Diego",music signal processing; automatic classification; melody and motives
78,Chin-Yun Yu; George Fazekas ,Singing Voice Synthesis Using Differentiable LPC and Glottal-Flow-Inspired Wavetables,2023,http://ismir2023program.ismir.net/poster_220.html,"Chin-Yun Yu, Queen Mary University of London; George Fazekas , QMUL","music synthesis and transformation; music signal processing; machine learning/artificial intelligence for music; timbre, instrumentation, and singing voice"
79,Qiaoyu Yang; Frank Cwitkowitz; Zhiyao Duan ,Harmonic Analysis With Neural Semi-CRF,2023,http://ismir2023program.ismir.net/poster_264.html,"Qiaoyu Yang, University of Rochester; Frank Cwitkowitz, University of Rochester; Zhiyao Duan , Unversity of Rochester","Musical features and properties; machine learning/artificial intelligence for music; harmony, chords and tonality"
80,Ninad Puranik; Alberto Acquilino; Ichiro Fujinaga; Gary Scavone ,A Dataset and Baseline for Automated Assessment of Timbre Quality in Trumpet Sound,2023,http://ismir2023program.ismir.net/poster_213.html,"Ninad Puranik, McGill University ; Alberto Acquilino, McGill University; Ichiro Fujinaga, McGill University; Gary Scavone , McGill University","automatic classification; applications of machine learning to musical acoustics; timbre, instrumentation, and singing voice; novel datasets and use cases; music signal processing; machine learning/artificial intelligence for music"
81,Frank Heyen; Quynh Quang Ngo; Michael Sedlmair ,Visual Overviews for Sheet Music Structure,2023,http://ismir2023program.ismir.net/poster_216.html,"Frank Heyen, VISUS, University of Stuttgart; Quynh Quang Ngo, VISUS, University of Stuttgart; Michael Sedlmair , Uni Stuttgart","pattern matching and detection; similarity metrics; structure, segmentation, and form"
82,Luis Carvalho; Gerhard Widmer ,Passage Summarization With Recurrent Models for Audio – Sheet Music Retrieval,2023,http://ismir2023program.ismir.net/poster_217.html,"Luis Carvalho, Johannes Kepler University; Gerhard Widmer , Johannes Kepler University",representations of music; machine learning/artificial intelligence for music; indexing and querying; multimodality; music retrieval systems
83,Pedro Ramoneda; Dasaem Jeong; Jose J. Valero-Mas; Xavier Serra ,Predicting Performance Difficulty From Piano Sheet Music Images,2023,http://ismir2023program.ismir.net/poster_218.html,"Pedro Ramoneda, Universitat Pompeu Fabra; Dasaem Jeong, Sogang University; Jose J. Valero-Mas, Universitat Pompeu Fabra; Xavier Serra , Universitat Pompeu Fabra ",digital libraries and archives; music training and education; Applications
84,Junghyun Koo; Yunkee Chae; Chang-Bin Jeon; Kyogu Lee ,Self-Refining of Pseudo Labels for Music Source Separation With Noisy Labeled Data,2023,http://ismir2023program.ismir.net/poster_288.html,"Junghyun Koo, Seoul National University; Yunkee Chae, Seoul National University; Chang-Bin Jeon, Seoul National University; Kyogu Lee , Seoul National University",automatic classification; sound source separation; annotation protocols
85,Marcel A Vélez Vásquez; Mariëlle  Baelemans; Jonathan Driedger; Willem Zuidema; John Ashley Burgoyne ,Quantifying the Ease of Playing Song Chords on the Guitar,2023,http://ismir2023program.ismir.net/poster_225.html,"Marcel A Vélez Vásquez, University of Amsterdam; Mariëlle  Baelemans, University of Amsterdam; Jonathan Driedger, Chordify; Willem Zuidema, ILLC, UvA; John Ashley Burgoyne , University of Amsterdam","user-centered evaluation; music training and education; novel datasets and use cases; annotation protocols; harmony, chords and tonality; machine learning/artificial intelligence for music"
86,Irmak Bukey; Jason Zhang; Timothy Tsai ,FlexDTW: Dynamic Time Warping With Flexible Boundary Conditions,2023,http://ismir2023program.ismir.net/poster_235.html,"Irmak Bukey, Pomona College; Jason Zhang, University of Michigan; Timothy Tsai , Harvey Mudd College","alignment, synchronization, and score following; music signal processing"
87,Alexandre D'Hooge; Louis Bigo; Ken Déguernel ,Modeling Bends in Popular Music Guitar Tablatures,2023,http://ismir2023program.ismir.net/poster_166.html,"Alexandre D'Hooge, Université de Lille; Louis Bigo, Université de Lille; Ken Déguernel , CNRS","symbolic music processing; music composition, performance, and production; Knowledge-driven approaches to MIR; expression and performative aspects of music"
88,Geoffroy Peeters ,Self-Similarity-Based and Novelty-Based Loss for Music Structure Analysis,2023,http://ismir2023program.ismir.net/poster_279.html,"Geoffroy Peeters , LTCI - Télécom Paris, IP Paris","music signal processing; structure, segmentation, and form"
89,Carey Bunks; Simon Dixon; Tillman Weyde; Bruno Di Giorgi ,Modeling Harmonic Similarity for Jazz Using Co-occurrence Vectors and the Membrane Area,2023,http://ismir2023program.ismir.net/poster_239.html,"Carey Bunks, City, University London; Simon Dixon, Queen Mary University of London; Tillman Weyde, City, University of London; Bruno Di Giorgi , Apple","similarity metrics; symbolic music processing; harmony, chords and tonality; representations of music"
90,Shuqi Dai; Siqi Chen; Yuxuan Wu; Roy Huang; Roger B. Dannenberg ,SingStyle111: A Multilingual Singing Dataset With Style Transfer,2023,http://ismir2023program.ismir.net/poster_25.html,"Shuqi Dai, Carnegie Mellon University; Siqi Chen, University of South California; Yuxuan Wu, Carnegie Mellon University; Roy Huang, Carnegie Mellon University; Roger B. Dannenberg , School of Computer Science, Carnegie Mellon University","Evaluation, datasets, and reproducibility; novel datasets and use cases"
91,"Haven Kim; Kento Watanabe ), Masataka Goto ), Juhan Nam ",A Computational Evaluation Framework for Singable Lyric Translation,2023,http://ismir2023program.ismir.net/poster_255.html,"Haven Kim, KAIST; Kento Watanabe ), Masataka Goto ), Juhan Nam , National Institute of Advanced Industrial Science and Technology AIST","Evaluation, datasets, and reproducibility; lyrics and other textual data; web mining, and natural language processing; evaluation methodology; Computational musicology; evaluation metrics"
92,"Kosetsu Tsukuda ), Masahiro Hamasaki ), Masataka Goto )",Chorus-Playlist: Exploring the Impact of Listening to Only Choruses in a Playlist,2023,http://ismir2023program.ismir.net/poster_257.html,"Kosetsu Tsukuda ), Masahiro Hamasaki ), Masataka Goto ), National Institute of Advanced Industrial Science and Technology AIST",music interfaces and services; human-computer interaction
93,David Lewis; Elisabete Shibata; Andrew Hankinson; Johannes Kepper; Kevin R Page; Lisa Rosendahl; Mark Saccomano; Christine Siegert ,Supporting Musicological Investigations With Information Retrieval Tools: An Iterative Approach to Data Collection,2023,http://ismir2023program.ismir.net/poster_172.html,"David Lewis, University of Oxford eResearch Centre; Elisabete Shibata, Beethoven-Haus Bonn; Andrew Hankinson, RISM Digital; Johannes Kepper, Paderborn University; Kevin R Page, University of Oxford; Lisa Rosendahl, Paderborn University; Mark Saccomano, Paderborn University; Christine Siegert , Beethoven-Haus Bonn","digital musicology; digital libraries and archives; annotation protocols; music interfaces and services; metadata, tags, linked data, and semantic web"
94,Federico Simonetta; Ana Llorens; Martín Serrano; Eduardo García-Portugués; Álvaro Torrente ,Optimizing Feature Extraction for Symbolic Music,2023,http://ismir2023program.ismir.net/poster_96.html,"Federico Simonetta, Instituto Complutense de Ciencias Musicales; Ana Llorens, Universidad Complutense de Madrid; Martín Serrano, Instituto Complutense de Ciencias Musicales; Eduardo García-Portugués, Universidad Carlos III de Madrid; Álvaro Torrente , Instituto Complutense de Ciencias Musicale - Universidad Complutense de Madrid",symbolic music processing;  Musical features and properties; computational music theory and musicology; systematic musicology; Computational musicology; machine learning/artificial intelligence for music
95,Mathias Rose Bjare; Stefan Lattner; Gerhard Widmer ,Exploring Sampling Techniques for Generating Melodies With a Transformer Language Model,2023,http://ismir2023program.ismir.net/poster_274.html,"Mathias Rose Bjare, Johannes Kepler University Linz; Stefan Lattner, Sony CSL; Gerhard Widmer , Johannes Kepler University","music synthesis and transformation; music composition, performance, and production; symbolic music processing; structure, segmentation, and form; melody and motives; music generation"
96,John Ashley Burgoyne; Janne Spijkervet; David J Baker ,Measuring the Eurovision Song Contest: A Living Dataset for Real-World MIR,2023,http://ismir2023program.ismir.net/poster_276.html,"John Ashley Burgoyne, University of Amsterdam; Janne Spijkervet, University of Amsterdam; David J Baker , University of Amsterdam","evaluation metrics; novel datasets and use cases; user behavior analysis and mining, user modeling; expression and performative aspects of music; computational ethnomusicology; metadata, tags, linked data, and semantic web"
97,Pablo Alonso-Jiménez; Xavier Serra; Dmitry Bogdanov ,Efficient Supervised Training of Audio Transformers for Music Representation Learning,2023,http://ismir2023program.ismir.net/poster_248.html,"Pablo Alonso-Jiménez, Universitat Pompeu Fabra; Xavier Serra, Universitat Pompeu Fabra ; Dmitry Bogdanov , Universitat Pompeu Fabra","automatic classification; machine learning/artificial intelligence for music; representations of music; timbre, instrumentation, and singing voice; musical affect, emotion and mood; musical style and genre"
98,Michael Krause; Christof Weiß; Meinard Müller ,A Cross-Version Approach to Audio Representation Learning for Orchestral Music,2023,http://ismir2023program.ismir.net/poster_79.html,"Michael Krause, International Audio Laboratories Erlangen; Christof Weiß, University of Würzburg; Meinard Müller , International Audio Laboratories Erlangen","representations of music; machine learning/artificial intelligence for music; similarity metrics; timbre, instrumentation, and singing voice"
99,"Tomoyasu Nakano ), Masataka Goto )","Music Source Separation With MLP Mixing of Time, Frequency, and Channel",2023,http://ismir2023program.ismir.net/poster_278.html,"Tomoyasu Nakano ), Masataka Goto ), National Institute of Advanced Industrial Science and Technology AIST",music signal processing; sound source separation
100,Huan Zhang; Emmanouil Karystinaios; Simon Dixon; Gerhard Widmer; Carlos Eduardo Cancino-Chacón ,Symbolic Music Representations for Classification Tasks: A Systematic Evaluation,2023,http://ismir2023program.ismir.net/poster_54.html,"Huan Zhang, Queen Mary University of London; Emmanouil Karystinaios, Johannes Kepler University; Simon Dixon, Queen Mary University of London; Gerhard Widmer, Johannes Kepler University; Carlos Eduardo Cancino-Chacón , Johannes Kepler University Linz",symbolic music processing; representations of music; automatic classification; representations of music; evaluation methodology; machine learning/artificial intelligence for music
101,Valentina Carriero; Jacopo de Berardinis; Albert Meroño-Peñuela; Andrea Poltronieri; Valentina Presutti ,The Music Meta Ontology: A Flexible Semantic Model for the Interoperability of Music Metadata,2023,http://ismir2023program.ismir.net/poster_283.html,"Valentina Carriero, University of Bologna; Jacopo de Berardinis, King's College London; Albert Meroño-Peñuela, King's College London; Andrea Poltronieri, University of Bologna; Valentina Presutti , University of Bologna","metadata, tags, linked data, and semantic web; digital libraries and archives; representations of music"
102,Jeffrey K Miller; Johan Pauwels; Mark B Sandler ,Polar Manhattan Displacement: Measuring Tonal Distances Between Chords Based on Intervallic Content,2023,http://ismir2023program.ismir.net/poster_294.html,"Jeffrey K Miller, Queen Mary University of London; Johan Pauwels, Queen Mary University of London; Mark B Sandler , Queen Mary University of London","representations of music; symbolic music processing; computational music theory and musicology; similarity metrics; mathematical music theory; harmony, chords and tonality"
